#Longitud de onda =  618  nm				Anchura de pulso =  10  nm
 Iteracion  E(x,n+1) real  E(x,n+1) imag  B(x,n+3/2) real  B(x,n+3/2) imag
     0.0   -8.744614e-99  -4.249771e-99    2.126114e-106    1.407775e-106 
     1.0   -4.008630e-98  -2.524811e-98    1.403148e-105    1.082471e-105 
     2.0   -2.466391e-97  -1.864094e-97    8.495883e-105    7.747156e-105 
     3.0   -1.495133e-96  -1.337660e-96    5.008237e-104    5.384430e-104 
     4.0   -8.840933e-96  -9.325169e-96    2.872885e-103    3.645889e-103 
     5.0   -5.088983e-95  -6.332133e-95    1.599306e-102    2.409762e-102 
     6.0   -2.844069e-94  -4.196506e-94    8.605270e-102    1.556990e-101 
     7.0   -1.537291e-93  -2.718450e-93    4.447344e-101    9.845281e-101 
     8.0   -7.989511e-93  -1.723269e-92    2.185106e-100    6.097977e-100 
     9.0   -3.954262e-92  -1.069985e-91     1.001864e-99     3.702232e-99 
    10.0   -1.832203e-91  -6.511886e-91     4.122977e-99     2.204468e-98 
    11.0   -7.675031e-91  -3.886772e-90     1.369204e-98     1.287947e-97 
    12.0   -2.653518e-90  -2.276257e-89     2.019599e-98     7.385762e-97 
    13.0   -4.915446e-90  -1.308449e-88    -2.115424e-97     4.158218e-96 
    14.0    2.995667e-89  -7.384337e-88    -2.972531e-96     2.298855e-95 
    15.0    4.861239e-88  -4.092298e-87    -2.607442e-95     1.248111e-94 
    16.0    4.411176e-87  -2.227272e-86    -1.934597e-94     6.654944e-94 
    17.0    3.325806e-86  -1.190546e-85    -1.309483e-93     3.484680e-93 
    18.0    2.273515e-85  -6.249838e-85    -8.338746e-93     1.791629e-92 
    19.0    1.457994e-84  -3.221711e-84    -5.074289e-92     9.042646e-92 
    20.0    8.921075e-84  -1.630430e-83    -2.977492e-91     4.478660e-91 
    21.0    5.258687e-83  -8.097811e-83    -1.694386e-90     2.175621e-90 
    22.0    3.004445e-82  -3.945223e-82    -9.387228e-90     1.035843e-89 
    23.0    1.670467e-81  -1.884181e-81    -5.077064e-89     4.829054e-89 
    24.0    9.064369e-81  -8.812971e-81    -2.686031e-88     2.201478e-88 
    25.0    4.810281e-80  -4.032065e-80    -1.392177e-87     9.796234e-88 
    26.0    2.500469e-79  -1.801308e-79    -7.077435e-87     4.244021e-87 
    27.0    1.274738e-78  -7.838791e-79    -3.532336e-86     1.783366e-86 
    28.0    6.379510e-78  -3.311191e-78    -1.732124e-85     7.227229e-86 
    29.0    3.136580e-77  -1.350491e-77    -8.350107e-85     2.798811e-85 
    30.0    1.516005e-76  -5.273492e-77    -3.959291e-84     1.019072e-84 
    31.0    7.206793e-76  -1.942870e-76    -1.847281e-83     3.376733e-84 
    32.0    3.371037e-75  -6.562493e-76    -8.483657e-83     9.374105e-84 
    33.0    1.552079e-74  -1.896348e-75    -3.836058e-82     1.522547e-83 
    34.0    7.035807e-74  -3.609539e-75    -1.708171e-81    -5.184858e-83 
    35.0    3.140939e-73   5.873529e-75    -7.491894e-81    -7.516483e-82 
    36.0    1.381095e-72   1.222543e-73    -3.236786e-80    -5.532243e-81 
    37.0    5.982162e-72   9.501882e-73    -1.377609e-79    -3.345142e-80 
    38.0    2.552664e-71   5.879890e-72    -5.776079e-79    -1.829787e-79 
    39.0    1.073099e-70   3.259760e-71    -2.385712e-78    -9.390982e-79 
    40.0    4.444096e-70   1.688406e-70    -9.705958e-78    -4.603538e-78 
    41.0    1.812954e-69   8.334213e-70    -3.888863e-77    -2.177313e-77 
    42.0    7.284243e-69   3.963930e-69    -1.534142e-76    -9.998204e-77 
    43.0    2.881894e-68   1.828910e-68    -5.956905e-76    -4.476193e-76 
    44.0    1.122355e-67   8.222364e-68    -2.275574e-75    -1.959536e-75 
    45.0    4.300854e-67   3.613134e-67    -8.547002e-75    -8.405887e-75 
    46.0    1.620704e-66   1.555357e-66    -3.153851e-74    -3.539155e-74 
    47.0    6.001346e-66   6.570025e-66    -1.142114e-73    -1.464343e-73 
    48.0    2.181487e-65   2.726834e-65    -4.053163e-73    -5.959924e-73 
    49.0    7.773721e-65   1.113139e-64    -1.406819e-72    -2.388020e-72 
    50.0    2.710668e-64   4.472968e-64    -4.762512e-72    -9.425740e-72 
    51.0    9.225162e-64   1.770469e-63    -1.566142e-71    -3.666952e-71 
    52.0    3.052828e-63   6.906631e-63    -4.972099e-71    -1.406697e-70 
    53.0    9.768203e-63   2.656616e-62    -1.508648e-70    -5.323082e-70 
    54.0    2.994907e-62   1.007959e-61    -4.296797e-70    -1.987601e-69 
    55.0    8.660332e-62   3.773537e-61    -1.106631e-69    -7.325093e-69 
    56.0    2.288484e-61   1.394323e-60    -2.331999e-69    -2.665079e-68 
    57.0    5.106441e-61   5.086117e-60    -2.386346e-69    -9.574120e-68 
    58.0    6.918703e-61   1.831887e-59     1.262169e-68    -3.396591e-67 
    59.0   -1.581491e-60   6.515788e-59     1.181020e-67    -1.190126e-66 
    60.0   -1.973169e-59   2.288988e-58     6.663498e-67    -4.118929e-66 
    61.0   -1.179486e-58   7.942681e-58     3.172148e-66    -1.408121e-65 
    62.0   -5.761962e-58   2.722473e-57     1.380157e-65    -4.755214e-65 
    63.0   -2.545510e-57   9.218182e-57     5.666513e-65    -1.586243e-64 
    64.0   -1.056106e-56   3.083264e-56     2.231001e-64    -5.226594e-64 
    65.0   -4.190980e-56   1.018694e-55     8.501532e-64    -1.700909e-63 
    66.0   -1.607188e-55   3.324387e-55     3.153823e-63    -5.466389e-63 
    67.0   -5.994144e-55   1.071428e-54     1.143453e-62    -1.734599e-62 
    68.0   -2.183400e-54   3.409777e-54     4.062924e-62    -5.433408e-62 
    69.0   -7.790560e-54   1.071279e-53     1.417676e-61    -1.679512e-61 
    70.0   -2.728774e-53   3.321728e-53     4.865166e-61    -5.121000e-61 
    71.0   -9.397935e-53   1.016120e-52     1.644057e-60    -1.539428e-60 
    72.0   -3.186441e-52   3.065002e-52     5.475742e-60    -4.559356e-60 
    73.0   -1.064673e-51   9.110586e-52     1.798896e-59    -1.329248e-59 
    74.0   -3.508389e-51   2.666459e-51     5.832794e-59    -3.810359e-59 
    75.0   -1.140938e-50   7.675905e-51     1.867577e-58    -1.072298e-58 
    76.0   -3.663628e-50   2.170253e-50     5.907447e-58    -2.956259e-58 
    77.0   -1.162120e-49   6.015005e-50     1.846712e-57    -7.960982e-58 
    78.0   -3.642881e-49   1.629802e-49     5.707051e-57    -2.085063e-57 
    79.0   -1.128842e-48   4.300469e-49     1.744026e-56    -5.276348e-57 
    80.0   -3.458872e-48   1.098551e-48     5.271347e-56    -1.276134e-56 
    81.0   -1.048218e-47   2.691069e-48     1.576168e-55    -2.892329e-56 
    82.0   -3.142472e-47   6.216627e-48     4.663022e-55    -5.891471e-56 
    83.0   -9.321139e-47   1.309138e-47     1.365142e-54    -9.585039e-56 
    84.0   -2.735948e-46   2.303392e-47     3.955352e-54    -5.830382e-56 
    85.0   -7.947696e-46   2.279269e-47     1.134308e-53     4.584979e-55 
    86.0   -2.285142e-45  -6.041296e-47     3.219946e-53     3.078583e-54 
    87.0   -6.503677e-45  -5.300199e-46     9.048207e-53     1.367748e-53 
    88.0   -1.832336e-44  -2.507192e-45     2.517035e-52     5.220865e-53 
    89.0   -5.110578e-44  -9.852207e-45     6.931650e-52     1.835110e-52 
    90.0   -1.411120e-43  -3.523525e-44     1.889746e-51     6.113536e-52 
    91.0   -3.857337e-43  -1.187875e-43     5.100105e-51     1.959149e-51 
    92.0   -1.043839e-42  -3.840798e-43     1.362521e-50     6.091696e-51 
    93.0   -2.796300e-42  -1.202787e-42     3.602995e-50     1.847933e-50 
    94.0   -7.414975e-42  -3.670512e-42     9.429653e-50     5.489354e-50 
    95.0   -1.946123e-41  -1.095983e-41     2.442192e-49     1.600971e-49 
    96.0   -5.054876e-41  -3.211139e-41     6.258056e-49     4.593160e-49 
    97.0   -1.299149e-40  -9.251161e-41     1.586270e-48     1.298198e-48 
    98.0   -3.303121e-40  -2.624794e-40     3.976223e-48     3.618807e-48 
    99.0   -8.306022e-40  -7.343128e-40     9.852969e-48     9.958106e-48 
   100.0   -2.065007e-39  -2.027536e-39     2.412542e-47     2.707019e-47 
   101.0   -5.073766e-39  -5.529563e-39     5.833823e-47     7.273913e-47 
   102.0   -1.231389e-38  -1.490459e-38     1.392185e-46     1.932959e-46 
   103.0   -2.950068e-38  -3.972664e-38     3.275787e-46     5.082005e-46 
   104.0   -6.970734e-38  -1.047525e-37     7.591045e-46     1.322388e-45 
   105.0   -1.622805e-37  -2.733554e-37     1.729748e-45     3.406623e-45 
   106.0   -3.716888e-37  -7.061659e-37     3.867670e-45     8.690466e-45 
   107.0   -8.359675e-37  -1.806419e-36     8.461155e-45     2.195900e-44 
   108.0   -1.841411e-36  -4.576811e-36     1.803345e-44     5.496876e-44 
   109.0   -3.957509e-36  -1.148755e-35     3.720315e-44     1.363408e-43 
   110.0   -8.251615e-36  -2.856844e-35     7.350664e-44     3.351239e-43 
   111.0   -1.654111e-35  -7.040538e-35     1.364615e-43     8.164105e-43 
   112.0   -3.137854e-35  -1.719657e-34     2.286504e-43     1.971433e-42 
   113.0   -5.458561e-35  -4.163349e-34     3.093899e-43     4.719169e-42 
   114.0   -8.050895e-35  -9.991953e-34     1.749115e-43     1.119933e-41 
   115.0   -7.273140e-35  -2.377385e-33    -8.985223e-43     2.635053e-41 
   116.0    1.070486e-34  -5.608142e-33    -5.153725e-42     6.147213e-41 
   117.0    9.013639e-34  -1.311692e-32    -1.903206e-41     1.421919e-40 
   118.0    3.605998e-33  -3.041975e-32    -6.013089e-41     3.261289e-40 
   119.0    1.180846e-32  -6.995229e-32    -1.748092e-40     7.416959e-40 
   120.0    3.505482e-32  -1.595060e-31    -4.817904e-40     1.672567e-39 
   121.0    9.798791e-32  -3.606462e-31    -1.278172e-39     3.739851e-39 
   122.0    2.626860e-31  -8.085544e-31    -3.292983e-39     8.291332e-39 
   123.0    6.823538e-31  -1.797417e-30    -8.284793e-39     1.822519e-38 
   124.0    1.728431e-30  -3.961694e-30    -2.043134e-38     3.971622e-38 
   125.0    4.287374e-30  -8.657228e-30    -4.952069e-38     8.579733e-38 
   126.0    1.044483e-29  -1.875458e-29    -1.181940e-37     1.837134e-37 
   127.0    2.504412e-29  -4.027369e-29    -2.782024e-37     3.898597e-37 
   128.0    5.919658e-29  -8.571653e-29    -6.465125e-37     8.197888e-37 
   129.0    1.381040e-28  -1.807870e-28    -1.484685e-36     1.707774e-36 
   130.0    3.183119e-28  -3.777846e-28    -3.371689e-36     3.523563e-36 
   131.0    7.253905e-28  -7.819728e-28    -7.576584e-36     7.198154e-36 
   132.0    1.635444e-27  -1.602812e-27    -1.685484e-35     1.455396e-35 
   133.0    3.649802e-27  -3.252084e-27    -3.713464e-35     2.911098e-35 
   134.0    8.066038e-27  -6.528878e-27    -8.105642e-35     5.756963e-35 
   135.0    1.765902e-26  -1.296215e-26    -1.753385e-34     1.124790e-34 
   136.0    3.831091e-26  -2.543209e-26    -3.759749e-34     2.169122e-34 
   137.0    8.238403e-26  -4.926980e-26    -7.993307e-34     4.123882e-34 
   138.0    1.756415e-25  -9.414426e-26    -1.685242e-33     7.716944e-34 
   139.0    3.713302e-25  -1.771715e-25    -3.524014e-33     1.418288e-33 
   140.0    7.786046e-25  -3.277486e-25    -7.309947e-33     2.552444e-33 
   141.0    1.619428e-24  -5.943959e-25    -1.504340e-32     4.478401e-33 
   142.0    3.341571e-24  -1.052790e-24    -3.071707e-32     7.609586e-33 
