#Longitud de onda =  476  nm				Anchura de pulso =  150  nm
 Iteracion  E(x,n) real  E(x,n) imag  E(x+1,n) real  E(x+1,n) imag  B(x,n+1/2) real  B(x,n+1/2) imag  B(x-1,n+1/2) real  B(x-1,n+1/2) imag
  2196.0    -0.000659     0.001871    6.958021e-04  -2.036204e-03    2.190160e-13    -2.854635e-12     -4.262638e-13       3.546481e-12   
  2197.0    -0.000759     0.002868    7.309194e-04  -2.812915e-03   -2.363956e-12     6.991556e-12      2.246929e-12      -6.460179e-12   
  2198.0    -0.000041     0.000772   -2.202697e-05  -5.563621e-04   -2.396946e-12     9.294607e-12      2.496098e-12      -9.496700e-12   
  2199.0     0.000721    -0.002155   -7.508598e-04   2.299103e-03    1.544361e-13     1.574772e-12      5.365748e-14      -2.292064e-12   
  2200.0     0.000705    -0.002757   -6.697693e-04   2.674495e-03    2.538058e-12    -7.839759e-12     -2.445567e-12       7.380489e-12   
  2201.0    -0.000071    -0.000386    1.334520e-04   1.662023e-04    2.183917e-12    -8.797324e-12     -2.306718e-12       9.090153e-12   
  2202.0    -0.000770     0.002400    7.924612e-04  -2.520060e-03   -5.249220e-13    -2.693062e-13      3.192671e-13       9.970549e-13   
  2203.0    -0.000639     0.002597    5.967959e-04  -2.487918e-03   -2.666693e-12     8.544919e-12      2.599693e-12      -8.167737e-12   
  2204.0     0.000181    -0.000006   -2.421843e-04   2.267361e-04   -1.932378e-12     8.141553e-12      2.075757e-12      -8.521524e-12   
  2205.0     0.000806    -0.002602   -8.196002e-04   2.695770e-03    8.849394e-13    -1.040296e-12     -6.863387e-13       3.131777e-13   
  2206.0     0.000561    -0.002391   -5.129986e-04   2.257200e-03    2.746595e-12    -9.096557e-12     -2.707282e-12       8.805892e-12   
  2207.0    -0.000289     0.000398    3.466508e-04  -6.147924e-04    1.645716e-12    -7.341276e-12     -1.808282e-12       7.799218e-12   
  2208.0    -0.000827     0.002756    8.322354e-04  -2.822541e-03   -1.229381e-12     2.328520e-12      1.039934e-12      -1.617048e-12   
  2209.0    -0.000473     0.002142    4.203766e-04  -1.985965e-03   -2.777910e-12     9.483016e-12      2.765265e-12      -9.285645e-12   
  2210.0     0.000390    -0.000782   -4.444465e-04   9.915575e-04   -1.330826e-12     6.409183e-12      1.507791e-12      -6.938392e-12   
  2211.0     0.000833    -0.002861   -8.295706e-04   2.898689e-03    1.550200e-12    -3.574030e-12     -1.375240e-12       2.889167e-12   
  2212.0     0.000377    -0.001854   -3.199652e-04   1.679638e-03    2.758084e-12    -9.699260e-12     -2.774368e-12       9.596687e-12   
  2213.0    -0.000485     0.001152    5.345136e-04  -1.349804e-03    9.911809e-13    -5.363804e-12     -1.181618e-12       5.952924e-12   
  2214.0    -0.000823     0.002914    8.124142e-04  -2.922470e-03   -1.844049e-12     4.752990e-12      1.684180e-12      -4.108372e-12   
  2215.0    -0.000274     0.001534    2.143693e-04  -1.343368e-03   -2.690096e-12     9.740239e-12      2.732252e-12      -9.735226e-12   
  2216.0     0.000571    -0.001500   -6.144037e-04   1.683469e-03   -6.356382e-13     4.222848e-12      8.332660e-13      -4.862196e-12   
  2217.0     0.000800    -0.002915   -7.802060e-04   2.893818e-03    2.102801e-12    -5.845343e-12     -1.963794e-12       5.251418e-12   
  2218.0     0.000166    -0.001186   -1.045629e-04   9.834795e-04    2.572201e-12    -9.606315e-12     -2.642471e-12       9.697766e-12   
  2219.0    -0.000646     0.001821    6.836639e-04  -1.986399e-03    2.674454e-13    -3.007642e-12     -4.719200e-13       3.684930e-12   
  2220.0    -0.000761     0.002863    7.345511e-04  -2.813190e-03   -2.325139e-12     6.831060e-12      2.206047e-12      -6.298683e-12   
  2221.0    -0.000055     0.000818   -6.433430e-06  -6.064126e-04   -2.409991e-12     9.299834e-12      2.503525e-12      -9.485876e-12   
  2222.0     0.000710    -0.002108   -7.399897e-04   2.253172e-03    1.032417e-13     1.740092e-12      1.008028e-13      -2.442907e-12   
  2223.0     0.000710    -0.002760   -6.751871e-04   2.682004e-03    2.503497e-12    -7.692333e-12     -2.410040e-12       7.231167e-12   
  2224.0    -0.000056    -0.000435    1.177438e-04   2.187906e-04    2.202750e-12    -8.826048e-12     -2.321500e-12       9.103561e-12   
  2225.0    -0.000761     0.002358    7.835208e-04  -2.479292e-03   -4.735025e-13    -4.423177e-13      2.697744e-13       1.158805e-12   
  2226.0    -0.000645     0.002607    6.043447e-04  -2.503020e-03   -2.638513e-12     8.414843e-12      2.568455e-12      -8.031724e-12   
  2227.0     0.000166     0.000045   -2.262150e-04   1.719745e-04   -1.958075e-12     8.194996e-12      2.095978e-12      -8.557157e-12   
  2228.0     0.000798    -0.002564   -8.123390e-04   2.660220e-03    8.328568e-13    -8.606840e-13     -6.369291e-13       1.452366e-13   
  2229.0     0.000569    -0.002408   -5.221676e-04   2.278895e-03    2.724007e-12    -8.983834e-12     -2.682308e-12       8.687428e-12   
  2230.0    -0.000273     0.000345    3.310294e-04  -5.595700e-04    1.676649e-12    -7.415973e-12     -1.834891e-12       7.858341e-12   
  2231.0    -0.000820     0.002724    8.270511e-04  -2.793570e-03   -1.178555e-12     2.148032e-12      9.902516e-13      -1.443753e-12   
  2232.0    -0.000482     0.002165    4.312244e-04  -2.014622e-03   -2.762115e-12     9.392143e-12      2.745843e-12      -9.184376e-12   
  2233.0     0.000376    -0.000729   -4.292664e-04   9.360228e-04   -1.367080e-12     6.506391e-12      1.539292e-12      -7.017303e-12   
  2234.0     0.000828    -0.002836   -8.264131e-04   2.875893e-03    1.501030e-12    -3.393040e-12     -1.326998e-12       2.716265e-12   
  2235.0     0.000388    -0.001884   -3.322172e-04   1.713793e-03    2.749007e-12    -9.628748e-12     -2.761467e-12       9.517041e-12   
  2236.0    -0.000471     0.001099    5.200499e-04  -1.295881e-03    1.031964e-12    -5.478577e-12     -1.217901e-12       6.052932e-12   
  2237.0    -0.000821     0.002895    8.112678e-04  -2.907168e-03   -1.797296e-12     4.577866e-12      1.637935e-12      -3.935985e-12   
  2238.0    -0.000286     0.001569    2.276706e-04  -1.383352e-03   -2.687523e-12     9.694415e-12      2.725965e-12      -9.675418e-12   
  2239.0     0.000557    -0.001449   -6.011078e-04   1.631115e-03   -6.796288e-13     4.356286e-12      8.737680e-13      -4.978228e-12   
  2240.0     0.000799    -0.002903   -7.813509e-04   2.885230e-03    2.060089e-12    -5.675858e-12     -1.920013e-12       5.085831e-12   
  2241.0     0.000179    -0.001226   -1.190204e-04   1.027530e-03    2.577195e-12    -9.582488e-12     -2.642283e-12       9.661994e-12   
  2242.0    -0.000634     0.001771    6.713337e-04  -1.937545e-03    3.151608e-13    -3.153891e-12     -5.150645e-13       3.818112e-12   
  2243.0    -0.000763     0.002858    7.374379e-04  -2.812425e-03   -2.285609e-12     6.673532e-12      2.166574e-12      -6.139472e-12   
  2244.0    -0.000070     0.000862    8.318025e-06  -6.547093e-04   -2.420543e-12     9.301584e-12      2.510739e-12      -9.471270e-12   
  2245.0     0.000699    -0.002063   -7.295197e-04   2.207690e-03    5.482670e-14     1.899712e-12      1.474117e-13      -2.587412e-12   
  2246.0     0.000713    -0.002762   -6.805196e-04   2.688070e-03    2.470265e-12    -7.546303e-12     -2.373665e-12       7.084431e-12   
  2247.0    -0.000042    -0.000483    1.021099e-04   2.695223e-04    2.221350e-12    -8.850072e-12     -2.333771e-12       9.113487e-12   
  2248.0    -0.000751     0.002316    7.741451e-04  -2.438853e-03   -4.222531e-13    -6.093893e-13      2.230068e-13       1.315151e-12   
  2249.0    -0.000651     0.002615    6.109856e-04  -2.516602e-03   -2.608839e-12     8.285678e-12      2.538540e-12      -7.896913e-12   
  2250.0     0.000151     0.000095   -2.110935e-04   1.189416e-04   -1.980765e-12     8.243391e-12      2.116071e-12      -8.588298e-12   
  2251.0     0.000789    -0.002527   -8.054105e-04   2.624780e-03    7.835550e-13    -6.866979e-13     -5.875343e-13      -1.724868e-14   
  2252.0     0.000576    -0.002423   -5.312637e-04   2.299035e-03    2.702516e-12    -8.871437e-12     -2.655755e-12       8.569534e-12   
  2253.0    -0.000259     0.000294    3.153339e-04  -5.057866e-04    1.707378e-12    -7.485658e-12     -1.858529e-12       7.912475e-12   
  2254.0    -0.000814     0.002692    8.212487e-04  -2.764236e-03   -1.127431e-12     1.972075e-12      9.432645e-13      -1.275806e-12   
  2255.0    -0.000492     0.002186    4.410977e-04  -2.041336e-03   -2.744256e-12     9.299914e-12      2.727501e-12      -9.083355e-12   
  2256.0     0.000361    -0.000677   -4.148462e-04   8.821278e-04   -1.400142e-12     6.597177e-12      1.570678e-12      -7.091531e-12   
  2257.0     0.000823    -0.002810   -8.234597e-04   2.852924e-03    1.454323e-12    -3.217393e-12     -1.278352e-12       2.547382e-12   
  2258.0     0.000398    -0.001912   -3.443692e-04   1.746447e-03    2.740582e-12    -9.557674e-12     -2.746492e-12       9.435763e-12   
  2259.0    -0.000457     0.001047    5.054209e-04  -1.242834e-03    1.072432e-12    -5.588556e-12     -1.251096e-12       6.146638e-12   
  2260.0    -0.000819     0.002875    8.094214e-04  -2.890804e-03   -1.749979e-12     4.405409e-12      1.594027e-12      -3.768695e-12   
  2261.0    -0.000298     0.001602    2.400592e-04  -1.421069e-03   -2.682662e-12     9.644948e-12      2.720288e-12      -9.615081e-12   
  2262.0     0.000544    -0.001398   -5.883689e-04   1.580243e-03   -7.206753e-13     4.482256e-12      9.140026e-13      -5.089885e-12   
  2263.0     0.000798    -0.002889   -7.824912e-04   2.876243e-03    2.019137e-12    -5.511207e-12     -1.875635e-12       4.922414e-12   
  2264.0     0.000192    -0.001264   -1.332857e-04   1.070273e-03    2.582125e-12    -9.557395e-12     -2.639886e-12       9.622395e-12   
  2265.0    -0.000622     0.001724    6.588378e-04  -1.888924e-03    3.622222e-13    -3.296012e-12     -5.554467e-13       3.944010e-12   
  2266.0    -0.000765     0.002851    7.396750e-04  -2.809958e-03   -2.245562e-12     6.516559e-12      2.128685e-12      -5.984884e-12   
  2267.0    -0.000083     0.000904    2.236653e-05  -7.005575e-04   -2.429025e-12     9.297623e-12      2.517810e-12      -9.455524e-12   
  2268.0     0.000687    -0.002017   -7.192798e-04   2.163449e-03    8.616158e-15     2.051298e-12      1.933571e-13      -2.728249e-12   
  2269.0     0.000716    -0.002762   -6.855512e-04   2.693557e-03    2.437677e-12    -7.404314e-12     -2.336824e-12       6.937821e-12   
  2270.0    -0.000028    -0.000528    8.684073e-05   3.192312e-04    2.238875e-12    -8.872250e-12     -2.344146e-12       9.117642e-12   
  2271.0    -0.000742     0.002275    7.647131e-04  -2.398000e-03   -3.722658e-13    -7.732746e-13      1.781875e-13       1.463720e-12   
  2272.0    -0.000656     0.002623    6.171717e-04  -2.527982e-03   -2.579058e-12     8.154981e-12      2.509047e-12      -7.765958e-12   
  2273.0     0.000137     0.000143   -1.963183e-04   6.834779e-05   -2.002080e-12     8.284495e-12      2.134969e-12      -8.617779e-12   
  2274.0     0.000781    -0.002490   -7.982723e-04   2.590235e-03    7.352377e-13    -5.206670e-13     -5.394739e-13      -1.769938e-13   
  2275.0     0.000582    -0.002436   -5.396853e-04   2.318426e-03    2.680187e-12    -8.761924e-12     -2.629235e-12       8.449800e-12   
  2276.0    -0.000245     0.000245    3.002509e-04  -4.527142e-04    1.735774e-12    -7.552937e-12     -1.881054e-12       7.959410e-12   
  2277.0    -0.000808     0.002661    8.156048e-04  -2.733934e-03   -1.078421e-12     1.798309e-12      8.969474e-13      -1.115477e-12   
  2278.0    -0.000500     0.002207    4.508419e-04  -2.065572e-03   -2.727041e-12     9.204393e-12      2.708070e-12      -8.985043e-12   
  2279.0     0.000346    -0.000626   -4.002971e-04   8.304264e-04   -1.432944e-12     6.679841e-12      1.599580e-12      -7.163554e-12   
  2280.0     0.000819    -0.002783   -8.197815e-04   2.830372e-03    1.407006e-12    -3.048833e-12     -1.231946e-12       2.380317e-12   
  2281.0     0.000408    -0.001937   -3.554321e-04   1.778156e-03    2.729604e-12    -9.487883e-12     -2.732373e-12       9.351056e-12   
  2282.0    -0.000443     0.000998    4.916966e-04  -1.190235e-03    1.109184e-12    -5.695457e-12     -1.284353e-12       6.232490e-12   
  2283.0    -0.000816     0.002856    8.080211e-04  -2.873096e-03   -1.705761e-12     4.234335e-12      1.549168e-12      -3.608069e-12   
  2284.0    -0.000309     0.001634    2.527299e-04  -1.456319e-03   -2.679417e-12     9.591047e-12      2.711806e-12      -9.555843e-12   
  2285.0     0.000531    -0.001348   -5.749676e-04   1.531052e-03   -7.628358e-13     4.600240e-12      9.503667e-13      -5.198636e-12   
  2286.0     0.000798    -0.002875   -7.823825e-04   2.867052e-03    1.975812e-12    -5.351885e-12     -1.834508e-12       4.760139e-12   
  2287.0     0.000204    -0.001300   -1.460687e-04   1.111809e-03    2.582782e-12    -9.531490e-12     -2.639351e-12       9.578435e-12   
  2288.0    -0.000609     0.001677    6.475246e-04  -1.840603e-03    4.042812e-13    -3.434147e-12     -5.972759e-13       4.062371e-12   
  2289.0    -0.000765     0.002845    7.426547e-04  -2.806022e-03   -2.209524e-12     6.360568e-12      2.088109e-12      -5.835117e-12   
  2290.0    -0.000096     0.000945    3.711686e-05  -7.442777e-04   -2.440096e-12     9.288930e-12      2.520401e-12      -9.438760e-12   
  2291.0     0.000677    -0.001972   -7.078748e-04   2.120107e-03   -4.007605e-14     2.196122e-12      2.341841e-13      -2.865208e-12   
  2292.0     0.000720    -0.002761   -6.888919e-04   2.698075e-03    2.401092e-12    -7.265008e-12     -2.304126e-12       6.792119e-12   
  2293.0    -0.000013    -0.000571    7.333908e-05   3.673907e-04    2.250714e-12    -8.891056e-12     -2.357338e-12       9.117357e-12   
  2294.0    -0.000731     0.002235    7.566448e-04  -2.357460e-03   -3.281770e-13    -9.319847e-13      1.306022e-13       1.606142e-12   
  2295.0    -0.000660     0.002630    6.243178e-04  -2.538056e-03   -2.553842e-12     8.025399e-12      2.475328e-12      -7.637113e-12   
  2296.0     0.000124     0.000190   -1.805138e-04   1.921631e-05   -2.026657e-12     8.321512e-12      2.148078e-12      -8.643658e-12   
  2297.0     0.000774    -0.002453   -7.896067e-04   2.555575e-03    6.834167e-13    -3.591145e-13     -4.973380e-13      -3.315865e-13   
  2298.0     0.000590    -0.002448   -5.461646e-04   2.335982e-03    2.652741e-12    -8.651699e-12     -2.607340e-12       8.331286e-12   
  2299.0    -0.000229     0.000197    2.870133e-04  -4.016057e-04    1.757737e-12    -7.613954e-12     -1.906985e-12       8.002752e-12   
  2300.0    -0.000800     0.002630    8.113138e-04  -2.704120e-03   -1.035485e-12     1.631135e-12      8.469600e-13      -9.588872e-13   
  2301.0    -0.000507     0.002226    4.615837e-04  -2.088934e-03   -2.714277e-12     9.110646e-12      2.683444e-12      -8.885421e-12   
  2302.0     0.000334    -0.000577   -3.845938e-04   7.792535e-04   -1.469048e-12     6.759934e-12      1.622107e-12      -7.229083e-12   
  2303.0     0.000815    -0.002756   -8.144671e-04   2.806544e-03    1.355871e-12    -2.881614e-12     -1.191497e-12       2.219899e-12   
  2304.0     0.000419    -0.001961   -3.645973e-04   1.807140e-03    2.713264e-12    -9.413536e-12     -2.722632e-12       9.268385e-12   
  2305.0    -0.000428     0.000949    4.795943e-04  -1.140030e-03    1.139770e-12    -5.793158e-12     -1.320910e-12       6.316410e-12   
  2306.0    -0.000812     0.002835    8.076822e-04  -2.856167e-03   -1.666766e-12     4.071297e-12      1.500507e-12      -3.447993e-12   
  2307.0    -0.000318     0.001664    2.661639e-04  -1.491323e-03   -2.679551e-12     9.539929e-12      2.698094e-12      -9.491494e-12   
  2308.0     0.000520    -0.001301   -5.605863e-04   1.481305e-03   -8.074080e-13     4.717770e-12      9.808289e-13      -5.297998e-12   
  2309.0     0.000798    -0.002861   -7.808759e-04   2.855416e-03    1.929376e-12    -5.190325e-12     -1.798299e-12       4.605990e-12   
  2310.0     0.000217    -0.001335   -1.573749e-04   1.149834e-03    2.579005e-12    -9.497215e-12     -2.641948e-12       9.537613e-12   
  2311.0    -0.000596     0.001630    6.372434e-04  -1.795021e-03    4.417050e-13    -3.560531e-12     -6.413217e-13       4.180976e-12   
  2312.0    -0.000765     0.002836    7.460660e-04  -2.803169e-03   -2.176629e-12     6.213732e-12      2.044662e-12      -5.682373e-12   
  2313.0    -0.000107     0.000983    5.206610e-05  -7.884435e-04   -2.452340e-12     9.284024e-12      2.518933e-12      -9.413203e-12   
  2314.0     0.000667    -0.001930   -6.960212e-04   2.075147e-03   -8.918410e-14     2.342747e-12      2.708676e-13      -2.990339e-12   
  2315.0     0.000723    -0.002760   -6.914679e-04   2.699156e-03    2.363293e-12    -7.120028e-12     -2.274064e-12       6.655629e-12   
  2316.0     0.000001    -0.000614    6.048848e-05   4.115157e-04    2.260356e-12    -8.898322e-12     -2.371262e-12       9.121219e-12   
  2317.0    -0.000720     0.002193    7.486412e-04  -2.319781e-03   -2.858589e-13    -1.077321e-12      8.300494e-14       1.751002e-12   
  2318.0    -0.000663     0.002633    6.309259e-04  -2.549389e-03   -2.528451e-12     7.905296e-12      2.440869e-12      -7.502031e-12   
  2319.0     0.000111     0.000233   -1.654035e-04  -3.093477e-05   -2.049088e-12     8.362824e-12      2.159598e-12      -8.657810e-12   
  2320.0     0.000767    -0.002418   -7.813731e-04   2.518465e-03    6.342490e-13    -1.939653e-13     -4.562721e-13      -4.729244e-13   
  2321.0     0.000597    -0.002462   -5.528821e-04   2.349492e-03    2.627113e-12    -8.533202e-12     -2.584586e-12       8.222188e-12   
  2322.0    -0.000215     0.000148    2.732443e-04  -3.546128e-04    1.780935e-12    -7.661594e-12     -1.930165e-12       8.050642e-12   
  2323.0    -0.000793     0.002596    8.058106e-04  -2.676910e-03   -9.903101e-13     1.477439e-12      8.002086e-13      -7.982556e-13   
  2324.0    -0.000514     0.002241    4.705557e-04  -2.113436e-03   -2.697035e-12     9.025393e-12      2.661302e-12      -8.777268e-12   
  2325.0     0.000321    -0.000532   -3.707233e-04   7.267991e-04   -1.498862e-12     6.843792e-12      1.646655e-12      -7.281387e-12   
  2326.0     0.000811    -0.002732   -8.107204e-04   2.779880e-03    1.311225e-12    -2.710110e-12     -1.147968e-12       2.072560e-12   
  2327.0     0.000427    -0.001987   -3.752584e-04   1.832049e-03    2.702566e-12    -9.329863e-12     -2.707629e-12       9.193936e-12   
  2328.0    -0.000415     0.000898    4.655610e-04  -1.093420e-03    1.175803e-12    -5.877621e-12     -1.350483e-12       6.404131e-12   
  2329.0    -0.000809     0.002812    8.047027e-04  -2.841069e-03   -1.620873e-12     3.919805e-12      1.459012e-12      -3.283502e-12   
  2330.0    -0.000329     0.001689    2.765012e-04  -1.526907e-03   -2.670476e-12     9.494568e-12      2.690783e-12      -9.417969e-12   
  2331.0     0.000506    -0.001257   -5.492488e-04   1.430500e-03   -8.413076e-13     4.837020e-12      1.017589e-12      -5.384688e-12   
  2332.0     0.000796    -0.002849   -7.821406e-04   2.841179e-03    1.893423e-12    -5.025448e-12     -1.754339e-12       4.462649e-12   
  2333.0     0.000227    -0.001371   -1.714802e-04   1.184480e-03    2.584830e-12    -9.454656e-12     -2.634578e-12       9.502002e-12   
  2334.0    -0.000586     0.001582    6.236466e-04  -1.751811e-03    4.888440e-13    -3.676240e-12     -6.740430e-13       4.301034e-12   
  2335.0    -0.000767     0.002825    7.455032e-04  -2.800781e-03   -2.132330e-12     6.074167e-12      2.012333e-12      -5.526584e-12   
  2336.0    -0.000121     0.001018    6.274827e-05  -8.320978e-04   -2.451059e-12     9.280151e-12      2.527769e-12      -9.379981e-12   
  2337.0     0.000654    -0.001889   -6.882380e-04   2.029940e-03   -1.238586e-13     2.487273e-12      3.180183e-13      -3.105800e-12   
  2338.0     0.000723    -0.002760   -6.978179e-04   2.698583e-03    2.339253e-12    -6.974661e-12     -2.231900e-12       6.525325e-12   
  2339.0     0.000011    -0.000658    4.377786e-05   4.537267e-04    2.282783e-12    -8.900701e-12     -2.371103e-12       9.125277e-12   
  2340.0    -0.000714     0.002151    7.362574e-04  -2.282551e-03   -2.304764e-13    -1.217075e-12      5.028232e-14       1.893166e-12   
  2341.0    -0.000670     0.002635    6.326323e-04  -2.559248e-03   -2.488323e-12     7.785902e-12      2.420588e-12      -7.367252e-12   
  2342.0     0.000095     0.000275   -1.552649e-04  -7.897034e-05   -2.055141e-12     8.398586e-12      2.184366e-12      -8.668150e-12   
  2343.0     0.000755    -0.002384   -7.777435e-04   2.482493e-03    6.016189e-13    -3.640469e-14     -4.016823e-13      -6.100777e-13   
  2344.0     0.000599    -0.002473   -5.638598e-04   2.362964e-03    2.616774e-12    -8.419113e-12     -2.546748e-12       8.112430e-12   
  2345.0    -0.000206     0.000102    2.551240e-04  -3.073945e-04    1.818274e-12    -7.709906e-12     -1.936791e-12       8.091908e-12   
  2346.0    -0.000791     0.002563    7.955152e-04  -2.647671e-03   -9.307264e-13     1.322074e-12      7.700417e-13      -6.460920e-13   
  2347.0    -0.000526     0.002257    4.744324e-04  -2.134118e-03   -2.664003e-12     8.932533e-12      2.654466e-12      -8.674563e-12   
  2348.0     0.000303    -0.000486   -3.617473e-04   6.784209e-04   -1.511984e-12     6.914244e-12      1.685374e-12      -7.335783e-12   
  2349.0     0.000801    -0.002706   -8.113109e-04   2.756151e-03    1.282527e-12    -2.552778e-12     -1.090055e-12       1.921905e-12   
  2350.0     0.000431    -0.002009   -3.898434e-04   1.859003e-03    2.705933e-12    -9.256653e-12     -2.677020e-12       9.110377e-12   
  2351.0    -0.000407     0.000852    4.475610e-04  -1.044032e-03    1.224510e-12    -5.969745e-12     -1.363744e-12       6.477279e-12   
  2352.0    -0.000810     0.002791    7.974700e-04  -2.821214e-03   -1.562221e-12     3.758160e-12      1.432958e-12      -3.134200e-12   
  2353.0    -0.000344     0.001718    2.825622e-04  -1.556229e-03   -2.647790e-12     9.432593e-12      2.696998e-12      -9.356128e-12   
  2354.0     0.000489    -0.001209   -5.416916e-04   1.385778e-03   -8.616286e-13     4.934838e-12      1.066470e-12      -5.480596e-12   
  2355.0     0.000789    -0.002832   -7.864403e-04   2.831763e-03    1.869330e-12    -4.881337e-12     -1.698271e-12       4.307497e-12   
  2356.0     0.000233    -0.001400   -1.881286e-04   1.223354e-03    2.600013e-12    -9.428752e-12     -2.614441e-12       9.448381e-12   
  2357.0    -0.000579     0.001540    6.075516e-04  -1.703280e-03    5.436804e-13    -3.806754e-12     -6.942280e-13       4.398627e-12   
  2358.0    -0.000772     0.002819    7.423619e-04  -2.791114e-03   -2.080547e-12     5.916185e-12      1.990712e-12      -5.392483e-12   
  2359.0    -0.000137     0.001057    7.113647e-05  -8.674121e-04   -2.442134e-12     9.251528e-12      2.544786e-12      -9.364556e-12   
  2360.0     0.000639    -0.001843   -6.819703e-04   1.992421e-03   -1.519293e-13     2.603722e-12      3.716590e-13      -3.237466e-12   
  2361.0     0.000721    -0.002753   -7.047817e-04   2.704342e-03    2.319182e-12    -6.855141e-12     -2.183584e-12       6.375246e-12   
  2362.0     0.000020    -0.000692    2.700869e-05   5.019463e-04    2.306170e-12    -8.924497e-12     -2.364827e-12       9.103595e-12   
  2363.0    -0.000708     0.002116    7.239583e-04  -2.238014e-03   -1.759981e-13    -1.377234e-12      2.246014e-14       2.006643e-12   
  2364.0    -0.000677     0.002644    6.345626e-04  -2.560070e-03   -2.449638e-12     7.641880e-12      2.402499e-12      -7.258855e-12   
  2365.0     0.000079     0.000322   -1.443294e-04  -1.174920e-04   -2.063186e-12     8.404198e-12      2.208317e-12      -8.700650e-12   
  2366.0     0.000744    -0.002342   -7.723147e-04   2.454889e-03    5.650271e-13     8.962822e-14     -3.498003e-13      -7.685334e-13   
  2367.0     0.000602    -0.002476   -5.720504e-04   2.383372e-03    2.599129e-12    -8.332689e-12     -2.512278e-12       7.977334e-12   
  2368.0    -0.000195     0.000065    2.403594e-04  -2.533565e-04    1.845041e-12    -7.781190e-12     -1.947509e-12       8.102770e-12   
  2369.0    -0.000786     0.002539    7.887901e-04  -2.610284e-03   -8.836018e-13     1.144121e-12      7.336945e-13      -5.253354e-13   
  2370.0    -0.000534     0.002279    4.822022e-04  -2.145347e-03   -2.644182e-12     8.812828e-12      2.638095e-12      -8.599363e-12   
  2371.0     0.000289    -0.000433   -3.480903e-04   6.392839e-04   -1.539442e-12     6.953782e-12      1.711337e-12      -7.413171e-12   
  2372.0     0.000796    -0.002671   -8.061035e-04   2.740032e-03    1.236859e-12    -2.425464e-12     -1.046787e-12       1.748602e-12   
  2373.0     0.000440    -0.002021   -3.976681e-04   1.892083e-03    2.688655e-12    -9.208004e-12     -2.661900e-12       9.000229e-12   
  2374.0    -0.000394     0.000815    4.368155e-04  -9.885037e-04    1.249432e-12    -6.081544e-12     -1.393733e-12       6.520278e-12   
  2375.0    -0.000805     0.002778    7.977073e-04  -2.794031e-03   -1.528960e-12     3.576838e-12      1.387507e-12      -3.013809e-12   
  2376.0    -0.000351     0.001752    2.965130e-04  -1.577506e-03   -2.651212e-12     9.347202e-12      2.680215e-12      -9.317744e-12   
  2377.0     0.000480    -0.001156   -5.253691e-04   1.348160e-03   -9.094511e-13     5.007122e-12      1.089322e-12      -5.595223e-12   
  2378.0     0.000791    -0.002807   -7.808977e-04   2.827388e-03    1.814873e-12    -4.759464e-12     -1.669791e-12       4.133690e-12   
  2379.0     0.000248    -0.001422   -1.941453e-04   1.265773e-03    2.581350e-12    -9.418229e-12     -2.622640e-12       9.372776e-12   
  2380.0    -0.000563     0.001505    6.023880e-04  -1.651123e-03    5.621577e-13    -3.947712e-12     -7.441676e-13       4.472636e-12   
  2381.0    -0.000766     0.002817    7.502601e-04  -2.776909e-03   -2.066041e-12     5.747567e-12      1.936547e-12      -5.278397e-12   
  2382.0    -0.000143     0.001099    9.095035e-05  -8.981462e-04   -2.470793e-12     9.209470e-12      2.525952e-12      -9.362349e-12   
  2383.0     0.000636    -0.001794   -6.634816e-04   1.957844e-03   -2.188050e-13     2.706837e-12      3.871198e-13      -3.377539e-12   
  2384.0     0.000730    -0.002742   -6.986723e-04   2.710666e-03    2.257777e-12    -6.743405e-12     -2.174253e-12       6.216719e-12   
  2385.0     0.000040    -0.000723    2.376136e-05   5.492958e-04    2.285553e-12    -8.948220e-12     -2.397796e-12       9.071122e-12   
  2386.0    -0.000690     0.002084    7.251495e-04  -2.194229e-03   -1.668560e-13    -1.532597e-12     -4.574442e-14       2.109893e-12   
  2387.0    -0.000671     0.002652    6.498543e-04  -2.561085e-03   -2.456060e-12     7.502350e-12      2.341691e-12      -7.154976e-12   
  2388.0     0.000076     0.000368   -1.198342e-04  -1.568357e-04   -2.115808e-12     8.412655e-12      2.187155e-12      -8.729948e-12   
  2389.0     0.000747    -0.002302   -7.527963e-04   2.424259e-03    4.833249e-13     2.207741e-13     -3.441027e-13      -9.191843e-13   
  2390.0     0.000618    -0.002480   -5.657131e-04   2.398248e-03    2.534791e-12    -8.233811e-12     -2.523583e-12       7.849927e-12   
  2391.0    -0.000170     0.000026    2.400704e-04  -2.061035e-04    1.823872e-12    -7.831795e-12     -2.003336e-12       8.120111e-12   
  2392.0    -0.000766     0.002511    7.960494e-04  -2.579505e-03   -8.840440e-13     9.909324e-13      6.518953e-13      -3.954833e-13   
  2393.0    -0.000527     0.002295    5.034669e-04  -2.162968e-03   -2.670138e-12     8.717366e-12      2.574991e-12      -8.507724e-12   
  2394.0     0.000290    -0.000388   -3.210754e-04   5.925653e-04   -1.610909e-12     7.016997e-12      1.689684e-12      -7.466138e-12   
  2395.0     0.000804    -0.002645   -7.874419e-04   2.713793e-03    1.147810e-12    -2.270436e-12     -1.050446e-12       1.603664e-12   
  2396.0     0.000462    -0.002041   -3.921718e-04   1.912659e-03    2.627898e-12    -9.123297e-12     -2.691682e-12       8.918101e-12   
