#Longitud de onda =  380  nm				Anchura de pulso =  125  nm
 Iteracion  E(x,n+1) real  E(x,n+1) imag  B(x,n+3/2) real  B(x,n+3/2) imag
     0.0    2.267649e-01   5.683298e-02    7.618564e-10     1.901272e-10  
     1.0    2.276868e-01   3.670908e-02    7.703402e-10     1.235590e-10  
     2.0    2.268839e-01   1.670848e-02    7.729879e-10     5.741235e-11  
     3.0    2.243965e-01  -3.022836e-03    7.698936e-10    -7.820895e-12  
     4.0    2.202772e-01  -2.234378e-02    7.611927e-10    -7.166563e-11  
     5.0    2.145897e-01  -4.111914e-02    7.470598e-10    -1.336667e-10  
     6.0    2.074086e-01  -5.922048e-02    7.277066e-10    -1.933922e-10  
     7.0    1.988185e-01  -7.652700e-02    7.033798e-10    -2.504361e-10  
     8.0    1.889130e-01  -9.292624e-02    6.743583e-10    -3.044210e-10  
     9.0    1.777937e-01  -1.083148e-01    6.409506e-10    -3.550006e-10  
    10.0    1.655697e-01  -1.225990e-01    6.034919e-10    -4.018615e-10  
    11.0    1.523563e-01  -1.356951e-01    5.623409e-10    -4.447250e-10  
    12.0    1.382738e-01  -1.475302e-01    5.178766e-10    -4.833488e-10  
    13.0    1.234471e-01  -1.580422e-01    4.704952e-10    -5.175278e-10  
    14.0    1.080040e-01  -1.671802e-01    4.206067e-10    -5.470953e-10  
    15.0    9.207443e-02  -1.749045e-01    3.686314e-10    -5.719231e-10  
    16.0    7.578944e-02  -1.811870e-01    3.149966e-10    -5.919222e-10  
    17.0    5.928011e-02  -1.860107e-01    2.601334e-10    -6.070420e-10  
    18.0    4.267654e-02  -1.893699e-01    2.044731e-10    -6.172708e-10  
    19.0    2.610685e-02  -1.912702e-01    1.484441e-10    -6.226343e-10  
    20.0    9.696287e-03  -1.917277e-01    9.246880e-11    -6.231951e-10  
    21.0   -6.433759e-03  -1.907690e-01    3.696030e-11    -6.190512e-10  
    22.0   -2.216655e-02  -1.884307e-01   -1.768026e-11    -6.103348e-10  
    23.0   -3.739085e-02  -1.847591e-01   -7.106661e-11    -5.972104e-10  
    24.0   -5.200164e-02  -1.798093e-01   -1.228299e-10    -5.798726e-10  
    25.0   -6.590083e-02  -1.736447e-01   -1.726212e-10    -5.585445e-10  
    26.0   -7.899784e-02  -1.663365e-01   -2.201134e-10    -5.334750e-10  
    27.0   -9.121020e-02  -1.579630e-01   -2.650036e-10    -5.049365e-10  
    28.0   -1.024639e-01  -1.486086e-01   -3.070147e-10    -4.732221e-10  
    29.0   -1.126941e-01  -1.383633e-01   -3.458969e-10    -4.386433e-10  
