#Longitud de onda =  618  nm				Anchura de pulso =  150  nm
 Iteracion   E(x,n) real  E(x,n) imag  E(x+1,n) real  E(x+1,n) imag  B(x,n+1/2) real  B(x,n+1/2) imag  B(x-1,n+1/2) real  B(x-1,n+1/2) imag
  1382.0    2.715570e-04  -0.003737   -2.553018e-04     0.003815      8.180434e-13    -4.678125e-12     -7.446178e-13       3.225149e-12   
  1383.0    2.813074e-05  -0.002506    8.150746e-06     0.002138      8.526738e-13    -1.272721e-11     -8.990275e-13       1.247124e-11   
  1384.0   -2.447435e-04   0.001420    2.632438e-04    -0.001838     -2.779529e-14    -7.081536e-12     -8.384650e-14       8.291578e-12   
  1385.0   -2.534750e-04   0.003814    2.356174e-04    -0.003835     -8.755147e-13     6.175981e-12      8.232292e-13      -4.807184e-12   
  1386.0    1.114975e-05   0.002103   -4.478951e-05    -0.001706     -7.785580e-13     1.277857e-11      8.462609e-13      -1.272580e-11   
  1387.0    2.642587e-04  -0.001870   -2.761606e-04     0.002256      1.581238e-13     5.628597e-12     -3.887233e-14      -6.948369e-12   
  1388.0    2.335713e-04  -0.003829   -2.096451e-04     0.003788      9.263287e-13    -7.572367e-12     -8.792036e-13       6.299493e-12   
  1389.0   -4.768860e-05  -0.001668    8.300240e-05     0.001244      6.998085e-13    -1.261899e-11     -7.706618e-13       1.275926e-11   
  1390.0   -2.767537e-04   0.002286    2.868348e-04    -0.002636     -2.770312e-13    -4.088115e-12      1.692795e-13       5.485912e-12   
  1391.0   -2.072288e-04   0.003777    1.826645e-04    -0.003678     -9.528137e-13     8.833496e-12      9.287215e-13      -7.685079e-12   
  1392.0    8.587055e-05   0.001204   -1.172307e-04    -0.000763     -6.007885e-13     1.224229e-11      6.906854e-13      -1.257854e-11   
  1393.0    2.870521e-04  -0.002663   -2.901183e-04     0.002971      3.995921e-13     2.478193e-12     -2.880302e-13      -3.935341e-12   
  1394.0    1.799366e-04  -0.003662   -1.501201e-04     0.003506      9.716628e-13    -9.945256e-12     -9.539078e-13       8.935497e-12   
  1395.0   -1.200225e-04  -0.000721    1.519382e-04     0.000269      5.002869e-13    -1.166117e-11     -5.907802e-13       1.218298e-11   
  1396.0   -2.899854e-04   0.002994    2.910093e-04    -0.003255     -5.067220e-13    -8.311688e-13      4.098664e-13       2.320072e-12   
  1397.0   -1.472022e-04   0.003485    1.176025e-04    -0.003275     -9.656948e-13     1.088508e-11      9.708931e-13      -1.003183e-11   
  1398.0    1.544731e-04   0.000226   -1.815322e-04     0.000228     -3.833137e-13     1.088280e-11      4.889308e-13      -1.158090e-11   
  1399.0    2.903485e-04  -0.003273   -2.845326e-04     0.003483      6.130989e-13    -8.270525e-13     -5.167648e-13      -6.680441e-13   
  1400.0    1.143420e-04  -0.003248   -8.075388e-05     0.002989      9.512488e-13    -1.163846e-11     -9.638018e-13       1.095616e-11   
  1401.0   -1.839783e-04   0.000271    2.103579e-04    -0.000720      2.677657e-13    -9.920949e-12     -3.716562e-13       1.078412e-11   
  1402.0   -2.835854e-04   0.003497    2.755647e-04    -0.003652     -7.013810e-13     2.468891e-12      6.217304e-13      -9.905328e-13   
  1403.0   -7.747539e-05   0.002958    4.486533e-05    -0.002653     -9.134280e-13     1.219426e-11      9.471466e-13      -1.169024e-11   
  1404.0    2.123588e-04  -0.000763   -2.333732e-04     0.001199     -1.408630e-13     8.794318e-12      2.548570e-13      -9.803071e-12   
  1405.0    2.740028e-04  -0.003660   -2.598216e-04     0.003759      7.843880e-13    -4.063709e-12     -7.095984e-13       2.631501e-12   
  1406.0    4.127448e-05  -0.002617   -6.228914e-06     0.002273      8.667233e-13    -1.253984e-11     -9.083661e-13       1.222657e-11   
  1407.0   -2.352431e-04   0.001241    2.543772e-04    -0.001656      1.808889e-14    -7.518133e-12     -1.282023e-13       8.659999e-12   
  1408.0   -2.580319e-04   0.003761    2.416177e-04    -0.003801     -8.479287e-13     5.589254e-12      7.906602e-13      -4.221170e-12   
  1409.0   -2.777883e-06   0.002233   -3.060873e-05    -0.001855     -7.996909e-13     1.267496e-11      8.593444e-13      -1.255008e-11   
  1410.0    2.556612e-04  -0.001696   -2.692845e-04     0.002085      1.101713e-13     6.120086e-12      4.469697e-15      -7.367941e-12   
  1411.0    2.391954e-04  -0.003798   -2.176936e-04     0.003780      9.020740e-13    -7.013460e-12     -8.535342e-13       5.739616e-12   
  1412.0   -3.428754e-05  -0.001811    6.843193e-05     0.001407      7.240355e-13    -1.259094e-11     -7.915222e-13       1.266301e-11   
  1413.0   -2.703762e-04   0.002123    2.810877e-04    -0.002477     -2.317892e-13    -4.616995e-12      1.230418e-13       5.956904e-12   
  1414.0   -2.151017e-04   0.003770    1.915260e-04    -0.003694     -9.365766e-13     8.319755e-12      9.053742e-13      -7.153037e-12   
  1415.0    7.183133e-05   0.001360   -1.037114e-04    -0.000935     -6.323173e-13     1.229731e-11      7.136735e-13      -1.255550e-11   
  1416.0    2.815054e-04  -0.002512   -2.868821e-04     0.002828      3.528402e-13     3.042595e-12     -2.451710e-13      -4.442657e-12   
  1417.0    1.883491e-04  -0.003678   -1.610315e-04     0.003546      9.584041e-13    -9.477850e-12     -9.389357e-13       8.446133e-12   
  1418.0   -1.072123e-04  -0.000885    1.382037e-04     0.000449      5.330369e-13    -1.179089e-11     -6.213616e-13       1.223849e-11   
  1419.0   -2.870407e-04   0.002858    2.887504e-04    -0.003129     -4.649529e-13    -1.415106e-12      3.650321e-13       2.860052e-12   
  1420.0   -1.577483e-04   0.003524    1.287269e-04    -0.003337     -9.614860e-13     1.047706e-11      9.582809e-13      -9.588106e-12   
  1421.0    1.413067e-04   0.000398   -1.695097e-04     0.000045     -4.227635e-13     1.108948e-11      5.202181e-13      -1.170877e-11   
  1422.0    2.882013e-04  -0.003153   -2.850270e-04     0.003377      5.707844e-13    -2.288053e-13     -4.771099e-13      -1.227242e-12   
  1423.0    1.249637e-04  -0.003309   -9.369669e-05     0.003074      9.497776e-13    -1.129169e-11     -9.601755e-13       1.056863e-11   
  1424.0   -1.725625e-04   0.000096    1.983985e-04    -0.000536      3.068095e-13    -1.019637e-11     -4.095895e-13       1.098457e-11   
  1425.0   -2.841608e-04   0.003396    2.769117e-04    -0.003566     -6.656695e-13     1.870069e-12      5.813793e-13      -4.190368e-13   
  1426.0   -8.989963e-05   0.003039    5.750363e-05    -0.002757     -9.211561e-13     1.191702e-11      9.459892e-13      -1.136254e-11   
  1427.0    2.009582e-04  -0.000587   -2.235793e-04     0.001018     -1.853266e-13     9.135801e-12      2.922704e-13      -1.007001e-11   
  1428.0    2.753567e-04  -0.003579   -2.639007e-04     0.003695      7.493411e-13    -3.472114e-12     -6.756462e-13       2.059042e-12   
  1429.0    5.337680e-05  -0.002717   -2.026678e-05     0.002396      8.769839e-13    -1.233417e-11     -9.160097e-13       1.196479e-11   
  1430.0   -2.259299e-04   0.001068    2.449815e-04    -0.001480      6.077675e-14    -7.917715e-12     -1.707221e-13       8.989033e-12   
  1431.0   -2.619920e-04   0.003702    2.464327e-04    -0.003760     -8.204503e-13     5.015918e-12      7.574627e-13      -3.656961e-12   
  1432.0   -1.618988e-05   0.002351   -1.730462e-05    -0.001993     -8.185182e-13     1.254437e-11      8.695347e-13      -1.235779e-11   
  1433.0    2.467695e-04  -0.001529   -2.623017e-04     0.001918      6.382934e-14     6.570867e-12      4.542427e-14      -7.753032e-12   
  1434.0    2.439024e-04  -0.003760   -2.249898e-04     0.003763      8.765367e-13    -6.467739e-12     -8.273968e-13       5.192628e-12   
  1435.0   -2.153078e-05  -0.001944    5.427550e-05     0.001558      7.451454e-13    -1.253704e-11     -8.096527e-13       1.254197e-11   
  1436.0   -2.637322e-04   0.001963    2.748440e-04    -0.002321     -1.883417e-13    -5.111347e-12      7.890719e-14       6.389903e-12   
  1437.0   -2.221010e-04   0.003755    1.994294e-04    -0.003700     -9.189593e-13     7.809763e-12      8.814249e-13      -6.633648e-12   
  1438.0    5.835697e-05   0.001505   -9.063020e-05    -0.001097     -6.607273e-13     1.231912e-11      7.343051e-13      -1.250856e-11   
  1439.0    2.756706e-04  -0.002363   -2.831072e-04     0.002685      3.077742e-13     3.570399e-12     -2.034860e-13      -4.917513e-12   
  1440.0    1.960281e-04  -0.003685   -1.709835e-04     0.003575      9.438969e-13    -9.013381e-12     -9.221995e-13       7.960853e-12   
  1441.0   -9.466629e-05  -0.001041    1.248807e-04     0.000618      5.633671e-13    -1.188907e-11     -6.485486e-13       1.226349e-11   
  1442.0   -2.834546e-04   0.002722    2.860131e-04    -0.003002     -4.236626e-13    -1.969114e-12      3.222653e-13       3.365922e-12   
  1443.0   -1.672563e-04   0.003553    1.391291e-04    -0.003389     -9.547052e-13     1.006327e-11      9.449773e-13      -9.147324e-12   
  1444.0    1.286700e-04   0.000560   -1.575193e-04    -0.000130     -4.586677e-13     1.125919e-11      5.496696e-13      -1.180720e-11   
  1445.0    2.857455e-04  -0.003033   -2.846466e-04     0.003267      5.299643e-13     3.392433e-13     -4.375299e-13      -1.758050e-12   
  1446.0    1.350324e-04  -0.003360   -1.055883e-04     0.003147      9.470202e-13    -1.093773e-11     -9.537965e-13       1.017642e-11   
  1447.0   -1.610706e-04  -0.000071    1.867758e-04    -0.000360      3.441154e-13    -1.043681e-11     -4.438542e-13       1.115096e-11   
  1448.0   -2.838180e-04   0.003292    2.777842e-04    -0.003476     -6.292815e-13     1.294779e-12      5.427835e-13       1.243324e-13   
  1449.0   -1.012375e-04   0.003110    6.965076e-05    -0.002850     -9.254736e-13     1.162520e-11      9.439614e-13      -1.102823e-11   
  1450.0    1.899770e-04  -0.000419   -2.134663e-04     0.000842     -2.262056e-13     9.439052e-12      3.283376e-13      -1.030411e-11   
  1451.0    2.763619e-04  -0.003494   -2.668798e-04     0.003626      7.153680e-13    -2.902572e-12     -6.408315e-13       1.509143e-12   
  1452.0    6.509758e-05  -0.002807   -3.327512e-05     0.002506      8.858725e-13    -1.211204e-11     -9.202512e-13       1.169010e-11   
  1453.0   -2.162545e-04   0.000901    2.357877e-04    -0.001310      1.023704e-13    -8.281309e-12     -2.096701e-13       9.282795e-12   
  1454.0   -2.648631e-04   0.003637    2.507686e-04    -0.003713     -7.913482e-13     4.458349e-12      7.254879e-13      -3.113295e-12   
  1455.0   -2.857533e-05   0.002457   -4.274388e-06    -0.002120     -8.334679e-13     1.239159e-11      8.786284e-13      -1.215014e-11   
  1456.0    2.381294e-04  -0.001366   -2.547178e-04     0.001754      2.075961e-14     6.984666e-12      8.548943e-14      -8.104215e-12   
  1457.0    2.482128e-04  -0.003716   -2.310756e-04     0.003738      8.514863e-13    -5.934808e-12     -7.996469e-13       4.661017e-12   
  1458.0   -8.995314e-06  -0.002066    4.102656e-05     0.001698      7.647859e-13    -1.245882e-11     -8.240711e-13       1.240088e-11   
  1459.0   -2.565023e-04   0.001807    2.686266e-04    -0.002167     -1.453937e-13    -5.571161e-12      3.792762e-14       6.788699e-12   
  1460.0   -2.279451e-04   0.003732    2.068501e-04    -0.003698     -8.990023e-13     7.306935e-12      8.580205e-13      -6.126188e-12   
  1461.0    4.575821e-05   0.001640   -7.762398e-05    -0.001249     -6.851502e-13     1.231279e-11      7.536167e-13      -1.243888e-11   
  1462.0    2.698846e-04  -0.002216   -2.785256e-04     0.002543      2.653817e-13     4.064782e-12     -1.622610e-13      -5.359737e-12   
  1463.0    2.032678e-04  -0.003684   -1.797233e-04     0.003595      9.292010e-13    -8.551982e-12     -9.032970e-13       7.482910e-12   
  1464.0   -8.219273e-05  -0.001186    1.122638e-04     0.000778      5.921592e-13    -1.195703e-11     -6.720274e-13       1.226275e-11   
  1465.0   -2.791236e-04   0.002587    2.831081e-04    -0.002874     -3.823289e-13    -2.492333e-12      2.819892e-13       3.840791e-12   
  1466.0   -1.756383e-04   0.003573    1.490560e-04    -0.003431     -9.451053e-13     9.647779e-12      9.314792e-13      -8.709442e-12   
  1467.0    1.166899e-04   0.000713   -1.454254e-04    -0.000296     -4.907940e-13     1.139672e-11      5.776297e-13      -1.187734e-11   
  1468.0    2.831254e-04  -0.002912   -2.833306e-04     0.003156      4.910158e-13     8.794241e-13     -3.980014e-13      -2.259696e-12   
  1469.0    1.446372e-04  -0.003401   -1.163611e-04     0.003209      9.433911e-13    -1.057732e-11     -9.448896e-13       9.783194e-12   
  1470.0   -1.495129e-04  -0.000229    1.756045e-04    -0.000191      3.798814e-13    -1.064339e-11     -4.746849e-13       1.128774e-11   
  1471.0   -2.826345e-04   0.003187    2.783005e-04    -0.003383     -5.923592e-13     7.445442e-13      5.058508e-13       6.417553e-13   
  1472.0   -1.115589e-04   0.003171    8.135046e-05    -0.002932     -9.267194e-13     1.132312e-11      9.410208e-13      -1.068798e-11   
  1473.0    1.793915e-04  -0.000258   -2.030930e-04     0.000674     -2.637781e-13     9.708288e-12      3.628348e-13      -1.050649e-11   
  1474.0    2.770032e-04  -0.003407   -2.688674e-04     0.003552      6.823522e-13    -2.353781e-12     -6.056760e-13       9.830458e-13   
  1475.0    7.635841e-05  -0.002887   -4.533387e-05     0.002606      8.932753e-13    -1.187476e-11     -9.217837e-13       1.140632e-11   
  1476.0   -2.063855e-04   0.000740    2.267650e-04    -0.001144      1.425172e-13    -8.609833e-12     -2.456733e-13       9.545056e-12   
  1477.0   -2.668566e-04   0.003568    2.545864e-04    -0.003661     -7.612738e-13     3.918566e-12      6.942726e-13      -2.589050e-12   
  1478.0   -4.011632e-05   0.002554    8.363156e-06    -0.002236     -8.453009e-13     1.222087e-11      8.861852e-13      -1.192846e-11   
  1479.0    2.296089e-04  -0.001208   -2.467395e-04     0.001594     -1.967003e-14     7.364822e-12      1.240265e-13      -8.422539e-12   
  1480.0    2.519935e-04  -0.003667   -2.361800e-04     0.003706      8.264566e-13    -5.414454e-12     -7.711816e-13       4.146381e-12   
  1481.0    3.118620e-06  -0.002178    2.850331e-05     0.001828      7.824586e-13    -1.235813e-11     -8.357628e-13       1.224342e-11   
  1482.0   -2.489626e-04   0.001654    2.623012e-04    -0.002016     -1.036894e-13    -5.997105e-12     -7.505164e-16       7.156189e-12   
  1483.0   -2.329271e-04   0.003703    2.136345e-04    -0.003688     -8.776923e-13     6.813622e-12      8.344783e-13      -5.630618e-12   
  1484.0    3.378920e-05   0.001765   -6.492622e-05    -0.001390     -7.065938e-13     1.228220e-11      7.709190e-13      -1.234834e-11   
  1485.0    2.639513e-04  -0.002072   -2.734390e-04     0.002402      2.248380e-13     4.528036e-12     -1.223906e-13      -5.770221e-12   
  1486.0    2.098612e-04  -0.003676   -1.875485e-04     0.003606      9.136483e-13    -8.094484e-12     -8.833293e-13       7.014166e-12   
  1487.0   -7.006609e-05  -0.001323    1.001166e-04     0.000929      6.186791e-13    -1.199694e-11     -6.929061e-13       1.223961e-11   
  1488.0   -2.743806e-04   0.002453    2.798414e-04    -0.002747     -3.419260e-13    -2.985127e-12      2.432783e-13       4.286564e-12   
  1489.0   -1.832193e-04   0.003586    1.582839e-04    -0.003464     -9.338365e-13     9.233125e-12      9.170243e-13      -8.275419e-12   
  1490.0    1.051017e-04   0.000858   -1.335278e-04    -0.000453     -5.202319e-13     1.150546e-11      6.032974e-13      -1.192142e-11   
  1491.0    2.801214e-04  -0.002791   -2.814251e-04     0.003043      4.530686e-13     1.392914e-12     -3.595274e-13      -2.732819e-12   
  1492.0    1.535379e-04  -0.003434   -1.263325e-04     0.003262      9.381538e-13    -1.021221e-11     -9.346058e-13       9.391002e-12   
  1493.0   -1.381945e-04  -0.000380    1.646361e-04    -0.000030      4.132728e-13    -1.081842e-11     -5.031655e-13       1.139775e-11   
  1494.0   -2.809543e-04   0.003081    2.782456e-04    -0.003288     -5.559604e-13     2.193646e-13      4.697124e-13       1.134116e-12   
  1495.0   -1.211783e-04   0.003223    9.234899e-05    -0.003005     -9.260565e-13     1.101340e-11      9.364395e-13      -1.034358e-11   
  1496.0    1.689552e-04  -0.000104   -1.927818e-04     0.000512     -2.990758e-13     9.946194e-12      3.949630e-13      -1.067953e-11   
  1497.0    2.770703e-04  -0.003317   -2.702095e-04     0.003475      6.494969e-13    -1.825652e-12     -5.711691e-13       4.804522e-13   
  1498.0    8.691898e-05  -0.002958   -5.674037e-05     0.002696      8.984945e-13    -1.162477e-11     -9.216831e-13       1.111559e-11   
  1499.0   -1.966223e-04   0.000585    2.176872e-04    -0.000984      1.803925e-13    -8.905513e-12     -2.796783e-13       9.778071e-12   
  1500.0   -2.682907e-04   0.003495    2.576814e-04    -0.003603     -7.312486e-13     3.396973e-12      6.630980e-13      -2.084314e-12   
  1501.0   -5.108391e-05   0.002641    2.035716e-05    -0.002342     -8.550738e-13     1.203480e-11      8.915926e-13      -1.169518e-11   
  1502.0    2.210061e-04  -0.001055   -2.386758e-04     0.001438     -5.833028e-14     7.713251e-12      1.603212e-13      -8.710288e-12   
  1503.0    2.550669e-04  -0.003614   -2.406136e-04     0.003668      8.008078e-13    -4.907570e-12     -7.428857e-13       3.648833e-12   
  1504.0    1.459533e-05  -0.002281    1.645839e-05     0.001949      7.975787e-13    -1.223782e-11     -8.456392e-13       1.207172e-11   
  1505.0   -2.413798e-04   0.001506    2.556880e-04    -0.001867     -6.396392e-14    -6.391127e-12     -3.786211e-14       7.493975e-12   
  1506.0   -2.373137e-04   0.003669    2.196100e-04    -0.003671     -8.559269e-13     6.330654e-12      8.102850e-13      -5.147886e-12   
  1507.0    2.224331e-05   0.001881   -5.276113e-05    -0.001522     -7.259254e-13     1.222981e-11      7.857609e-13      -1.223973e-11   
  1508.0    2.577289e-04  -0.001931   -2.681176e-04     0.002263      1.854978e-13     4.961278e-12     -8.445351e-14      -6.150954e-12   
  1509.0    2.156767e-04  -0.003662   -1.947106e-04     0.003610      8.968016e-13    -7.642600e-12     -8.630194e-13       6.555175e-12   
  1510.0   -5.846243e-05  -0.001450    8.825964e-05     0.001071      6.424956e-13    -1.201185e-11     -7.118782e-13       1.219616e-11   
  1511.0   -2.694424e-04   0.002321    2.760919e-04    -0.002619     -3.030516e-13    -3.448989e-12      2.056461e-13       4.704169e-12   
  1512.0   -1.901991e-04   0.003591    1.666840e-04    -0.003488     -9.216191e-13     8.820550e-12      9.013238e-13      -7.846910e-12   
  1513.0    9.377299e-05   0.000995   -1.220098e-04    -0.000602     -5.476135e-13     1.158760e-11      6.263974e-13      -1.194235e-11   
  1514.0    2.766566e-04  -0.002671   -2.791452e-04     0.002930      4.157298e-13     1.880050e-12     -3.225304e-13      -3.178944e-12   
  1515.0    1.616528e-04  -0.003459   -1.356821e-04     0.003306      9.310854e-13    -9.844718e-12     -9.234801e-13       9.000836e-12   
  1516.0   -1.272453e-04  -0.000523    1.537662e-04     0.000123      4.440222e-13    -1.096487e-11     -5.297518e-13       1.148292e-11   
  1517.0   -2.789367e-04   0.002974    2.775600e-04    -0.003190     -5.205255e-13    -2.816717e-13      4.341328e-13       1.601688e-12   
  1518.0   -1.302231e-04   0.003267    1.025645e-04    -0.003067     -9.240046e-13     1.069764e-11      9.301421e-13      -9.997223e-12   
  1519.0    1.586098e-04   0.000043   -1.826690e-04     0.000357     -3.324832e-13     1.015464e-11      4.246106e-13      -1.082603e-11   
  1520.0    2.765474e-04  -0.003225   -2.710593e-04     0.003395      6.166560e-13    -1.318572e-12     -5.375803e-13       4.220375e-16   
  1521.0    9.674423e-05  -0.003019   -6.759914e-05     0.002777      9.015041e-13    -1.136481e-11     -9.202947e-13       1.081928e-11   
  1522.0   -1.870496e-04   0.000436    2.085223e-04    -0.000829      2.158792e-13    -9.171005e-12     -3.119108e-13       9.983531e-12   
  1523.0   -2.692670e-04   0.003420    2.600501e-04    -0.003540     -7.015597e-13     2.893313e-12      6.319560e-13      -1.599428e-12   
  1524.0   -6.153632e-05   0.002720    3.166865e-05    -0.002439     -8.631072e-13     1.183524e-11      8.949547e-13      -1.145279e-11   
  1525.0    2.123288e-04  -0.000907   -2.306168e-04     0.001287     -9.537182e-14     8.031423e-12      1.943952e-13      -8.969938e-12   
  1526.0    2.574678e-04  -0.003556   -2.444688e-04     0.003625      7.746097e-13    -4.415182e-12     -7.148963e-13       3.168080e-12   
  1527.0    2.543741e-05  -0.002375    4.857359e-06     0.002060      8.102801e-13    -1.210081e-11     -8.538738e-13       1.188749e-11   
  1528.0   -2.337990e-04   0.001362    2.488171e-04    -0.001722     -2.621426e-14    -6.755385e-12     -7.343023e-14       7.803433e-12   
  1529.0   -2.411542e-04   0.003630    2.248177e-04    -0.003647     -8.338600e-13     5.858441e-12      7.856175e-13      -4.678878e-12   
  1530.0    1.112273e-05   0.001989   -4.113342e-05    -0.001646     -7.432871e-13     1.215765e-11      7.983783e-13      -1.211569e-11   
  1531.0    2.512783e-04  -0.001793   -2.626108e-04     0.002126      1.474112e-13     5.365519e-12     -4.833539e-14      -6.503926e-12   
  1532.0    2.207856e-04  -0.003642   -2.012473e-04     0.003607      8.788997e-13    -7.197882e-12     -8.424022e-13       6.106298e-12   
  1533.0   -4.735321e-05  -0.001569    7.671802e-05     0.001204      6.638532e-13    -1.200463e-11     -7.289747e-13       1.213429e-11   
  1534.0   -2.643234e-04   0.002191    2.719377e-04    -0.002493     -2.656212e-13    -3.885446e-12      1.692314e-13       5.094604e-12   
  1535.0   -1.965835e-04   0.003590    1.743276e-04    -0.003504     -9.085028e-13     8.411088e-12      8.846872e-13      -7.425258e-12   
  1536.0    8.275380e-05   0.001123   -1.108530e-04    -0.000743     -5.729339e-13     1.164521e-11      6.472435e-13      -1.194273e-11   
  1537.0    2.728290e-04  -0.002551   -2.765084e-04     0.002817      3.792052e-13     2.341343e-12     -2.868468e-13      -3.599462e-12   
  1538.0    1.690736e-04  -0.003477   -1.444028e-04     0.003342      9.225382e-13    -9.476797e-12     -9.114780e-13       8.613658e-12   
  1539.0   -1.166234e-04  -0.000659    1.430655e-04     0.000269      4.724325e-13    -1.108537e-11     -5.543671e-13       1.154520e-11   
  1540.0   -2.765749e-04   0.002867    2.763529e-04    -0.003091     -4.859296e-13    -7.593865e-13      3.993671e-13       2.045034e-12   
  1541.0   -1.386663e-04   0.003304    1.120830e-04    -0.003122     -9.205407e-13     1.037740e-11      9.225155e-13      -9.650595e-12   
  1542.0    1.484390e-04   0.000184   -1.727242e-04     0.000208     -3.638846e-13     1.033559e-11      4.521173e-13      -1.094835e-11   
  1543.0    2.755531e-04  -0.003132   -2.714116e-04     0.003312      5.841420e-13    -8.325425e-13     -5.047369e-13      -4.577748e-13   
  1544.0    1.059311e-04  -0.003074   -7.786941e-05     0.002849      9.027142e-13    -1.109707e-11     -9.175470e-13       1.051888e-11   
  1545.0   -1.776232e-04   0.000294    1.993713e-04    -0.000680      2.492886e-13    -9.408568e-12     -3.422213e-13       1.016332e-11   
  1546.0   -2.697667e-04   0.003343    2.618163e-04    -0.003475     -6.720775e-13     2.407485e-12      6.011717e-13      -1.134291e-12   
  1547.0   -7.142408e-05   0.002791    4.238431e-05    -0.002527     -8.693359e-13     1.162417e-11      8.966843e-13      -1.120324e-11   
  1548.0    2.036808e-04  -0.000765   -2.225308e-04     0.001141     -1.306048e-13     8.321066e-12      2.265690e-13      -9.203512e-12   
  1549.0    2.593201e-04  -0.003495   -2.477264e-04     0.003578      7.482335e-13    -3.937794e-12     -6.870639e-13       2.704058e-12   
  1550.0    3.573419e-05  -0.002460   -6.236489e-06     0.002162      8.209791e-13    -1.194941e-11     -8.603834e-13       1.169257e-11   
  1551.0   -2.261830e-04   0.001222    2.418056e-04    -0.001580      9.838054e-15    -7.091634e-12     -1.072640e-13       8.086238e-12   
  1552.0   -2.444247e-04   0.003587    2.293809e-04    -0.003619     -8.113854e-13     5.397567e-12      7.608296e-13      -4.223957e-12   
  1553.0    4.897782e-07   0.002088   -2.996760e-05    -0.001760     -7.585952e-13     1.206792e-11      8.091655e-13      -1.197827e-11   
  1554.0    2.447104e-04  -0.001658   -2.568934e-04     0.001992      1.108095e-13     5.742128e-12     -1.377013e-14      -6.830708e-12   
  1555.0    2.253038e-04  -0.003616   -2.071327e-04     0.003597      8.603299e-13    -6.761300e-12     -8.213737e-13       5.668099e-12   
  1556.0   -3.666650e-05  -0.001680    6.556753e-05     0.001329      6.831328e-13    -1.197757e-11     -7.441192e-13       1.205606e-11   
  1557.0   -2.589992e-04   0.002064    2.674988e-04    -0.002368     -2.294196e-13    -4.295673e-12      1.342416e-13       5.459213e-12   
  1558.0   -2.023492e-04   0.003583    1.813248e-04    -0.003514     -8.944226e-13     8.005923e-12      8.674630e-13      -7.011264e-12   
  1559.0    7.211159e-05   0.001244   -1.000012e-04    -0.000876     -5.961082e-13     1.168056e-11      6.661780e-13      -1.192460e-11   
  1560.0    2.687464e-04  -0.002433   -2.735006e-04     0.002703      3.437413e-13     2.777714e-12     -2.522875e-13      -3.995425e-12   
  1561.0    1.758990e-04  -0.003488   -1.524668e-04     0.003370      9.128812e-13    -9.109817e-12     -8.985528e-13       8.230577e-12   
  1562.0   -1.062803e-04  -0.000787    1.326139e-04     0.000409      4.988178e-13    -1.118206e-11     -5.769516e-13       1.158672e-11   
  1563.0   -2.738601e-04   0.002760    2.747369e-04    -0.002991     -4.520379e-13    -1.214340e-12      3.656202e-13       2.465075e-12   
  1564.0   -1.464880e-04   0.003333    1.209931e-04    -0.003168     -9.156495e-13     1.005434e-11      9.138771e-13      -9.304884e-12   
  1565.0    1.385097e-04   0.000317   -1.629158e-04     0.000065     -3.932039e-13     1.049121e-11      4.777508e-13      -1.104843e-11   
  1566.0    2.741841e-04  -0.003038   -2.712653e-04     0.003227      5.521963e-13    -3.671554e-13     -4.725372e-13      -8.946432e-13   
  1567.0    1.145545e-04  -0.003120   -8.752455e-05     0.002912      9.024498e-13    -1.082323e-11     -9.134511e-13       1.021592e-11   
  1568.0   -1.683206e-04   0.000157    1.903123e-04    -0.000537      2.808494e-13    -9.620064e-12     -3.705692e-13       1.031947e-11   
  1569.0   -2.697965e-04   0.003263    2.630772e-04    -0.003406     -6.427538e-13     1.939538e-12      5.709361e-13      -6.884602e-13   
  1570.0   -8.073182e-05   0.002854    5.256571e-05    -0.002606     -8.737918e-13     1.140357e-11      8.970498e-13      -1.094802e-11   
  1571.0    1.951241e-04  -0.000628   -2.144111e-04     0.000999     -1.639649e-13     8.584081e-12      2.570240e-13      -9.412704e-12   
  1572.0    2.607044e-04  -0.003431   -2.503975e-04     0.003526      7.219024e-13    -3.475529e-12     -6.593739e-13       2.256809e-12   
  1573.0    4.553365e-05  -0.002538   -1.679897e-05     0.002256      8.299404e-13    -1.178551e-11     -8.652296e-13       1.148881e-11   
  1574.0   -2.185344e-04   0.001087    2.347251e-04    -0.001442      4.432843e-14    -7.401366e-12     -1.393389e-13       8.344174e-12   
  1575.0   -2.471455e-04   0.003540    2.333768e-04    -0.003585     -7.885368e-13     4.948649e-12      7.360918e-13      -3.783182e-12   
  1576.0   -9.643837e-06   0.002180   -1.923073e-05    -0.001867     -7.719203e-13     1.196279e-11      8.183327e-13      -1.182917e-11   
  1577.0    2.380806e-04  -0.001527   -2.509819e-04     0.001860      7.574712e-14     6.092624e-12      1.933567e-14      -7.132675e-12   
  1578.0    2.292930e-04  -0.003587   -2.123873e-04     0.003583      8.412895e-13    -6.333487e-12     -7.999967e-13       5.241128e-12   
  1579.0   -2.638120e-05  -0.001784    5.483011e-05     0.001447      7.005300e-13    -1.193263e-11     -7.574102e-13       1.196347e-11   
  1580.0   -2.534944e-04   0.001939    2.628379e-04    -0.002245     -1.944028e-13    -4.680719e-12      1.006915e-13       5.799420e-12   
  1581.0   -2.075255e-04   0.003571    1.877311e-04    -0.003518     -8.794813e-13     7.606167e-12      8.497985e-13      -6.605475e-12   
  1582.0    6.185602e-05   0.001357   -8.944907e-05    -0.001002     -6.172317e-13     1.169583e-11      6.833497e-13      -1.188975e-11   
