#Longitud de onda =  497  nm				Anchura de pulso =  125  nm
 Iteracion  E(x,n) real   E(x,n) imag  E(x+1,n) real  E(x+1,n) imag  B(x,n+1/2) real  B(x,n+1/2) imag  B(x-1,n+1/2) real  B(x-1,n+1/2) imag
  1533.0     0.000683   -2.095078e-04   -0.000518     1.829416e-04    5.388067e-12    -1.039481e-12     -5.455460e-12       1.018827e-12   
  1534.0    -0.001006    1.111287e-04    0.001140    -1.422753e-04    1.667263e-12    -6.002683e-13     -2.214633e-12       6.886990e-13   
  1535.0    -0.001611    3.119198e-04    0.001570    -3.141308e-04   -3.845873e-12     4.848338e-13      3.408351e-12      -3.826693e-13   
  1536.0    -0.000481    1.767830e-04    0.000309    -1.477363e-04   -5.215367e-12     1.047307e-12      5.358183e-12      -1.041348e-12   
  1537.0     0.001166   -1.485809e-04   -0.001283     1.775762e-04   -9.696750e-13     4.819950e-13      1.538045e-12      -5.784644e-13   
  1538.0     0.001557   -3.137758e-04   -0.001493     3.115270e-04    4.317083e-12    -6.018109e-13     -3.935477e-12       5.069020e-13   
  1539.0     0.000271   -1.410641e-04   -0.000096     1.100517e-04    4.953046e-12    -1.037057e-12     -5.168394e-12       1.045815e-12   
  1540.0    -0.001305    1.833990e-04    0.001404    -2.097554e-04    2.566270e-13    -3.556227e-13     -8.360780e-13       4.584228e-13   
  1541.0    -0.001476    3.102083e-04    0.001392    -3.035633e-04   -4.712981e-12     7.081969e-13      4.393552e-12      -6.221375e-13   
  1542.0    -0.000057    1.029732e-04   -0.000119    -7.053981e-05   -4.605764e-12     1.008938e-12      4.889515e-12      -1.032176e-12   
  1543.0     0.001422   -2.149849e-04   -0.001500     2.382641e-04    4.595579e-13     2.233445e-13      1.209150e-13      -3.306650e-13   
  1544.0     0.001369   -3.012867e-04   -0.001266     2.903853e-04    5.026850e-12    -8.021710e-13     -4.774756e-12       7.263963e-13   
  1545.0    -0.000158   -6.317149e-05    0.000331     2.988423e-05    4.179638e-12    -9.634598e-13     -4.526509e-12       1.000695e-12   
  1546.0    -0.001514    2.427981e-04    0.001571    -2.626161e-04   -1.166520e-12    -8.745059e-14      5.950452e-13       1.974147e-13   
  1547.0    -0.001239    2.871735e-04    0.001119    -2.722275e-04   -5.253398e-12     8.821311e-13      5.072605e-12      -8.178898e-13   
  1548.0     0.000369    2.234980e-05   -0.000537     1.121316e-05   -3.682139e-12     9.014337e-13      4.085784e-12      -9.519438e-13   
  1549.0     0.001579   -2.663633e-04   -0.001614     2.823985e-04    1.852071e-12    -4.970760e-14     -1.299408e-12      -6.098672e-14   
  1550.0     0.001088   -2.681203e-04   -0.000952     2.494103e-04    5.388844e-12    -9.467175e-13     -5.282069e-12       8.950533e-13   
  1551.0    -0.000574    1.878473e-05    0.000734    -5.204326e-05    3.121961e-12    -8.239549e-13     -3.575091e-12       8.867928e-13   
  1552.0    -0.001617    2.852794e-04    0.001629    -2.972768e-04   -2.504408e-12     1.857605e-13      1.979990e-12      -7.625124e-14   
  1553.0    -0.000919    2.444641e-04    0.000770    -2.223339e-04   -5.430986e-12     9.948382e-13      5.399653e-12      -9.565720e-13   
  1554.0     0.000769   -5.952021e-05   -0.000917     9.190262e-05   -2.508872e-12     7.323846e-13      3.003381e-12      -8.063955e-13   
  1555.0     0.001627   -2.992263e-04   -0.001616     3.070018e-04    3.112314e-12    -3.183603e-13     -2.625041e-12       2.119204e-13   
  1556.0     0.000733   -2.166209e-04   -0.000574     1.914716e-04    5.379234e-12    -1.025687e-12     -5.423459e-12       1.001403e-12   
  1557.0    -0.000949    9.915250e-05    0.001085    -1.301053e-04    1.853539e-12    -6.283255e-13     -2.380653e-12       7.121675e-13   
  1558.0    -0.001609    3.079701e-04    0.001575    -3.114134e-04   -3.665356e-12     4.452210e-13      3.223434e-12      -3.436725e-13   
  1559.0    -0.000536    1.850789e-04    0.000370    -1.573612e-04   -5.234623e-12     1.038755e-12      5.353216e-12      -1.028796e-12   
  1560.0     0.001113   -1.369975e-04   -0.001233     1.659947e-04   -1.167348e-12     5.135939e-13      1.717774e-12      -6.057635e-13   
  1561.0     0.001563   -3.113674e-04   -0.001507     3.104434e-04    4.154058e-12    -5.641595e-13     -3.764868e-12       4.692292e-13   
  1562.0     0.000329   -1.503894e-04   -0.000159     1.205961e-04    4.999790e-12    -1.033845e-12     -5.190282e-12       1.038301e-12   
  1563.0    -0.001258    1.724027e-04    0.001360    -1.989550e-04    4.622048e-13    -3.901894e-13     -1.026299e-12       4.890458e-13   
  1564.0    -0.001490    3.093671e-04    0.001413    -3.041166e-04   -4.570068e-12     6.731311e-13      4.240042e-12      -5.864233e-13   
  1565.0    -0.000117    1.131578e-04   -0.000055    -8.181481e-05   -4.678929e-12     1.011067e-12      4.937622e-12      -1.029781e-12   
  1566.0     0.001381   -2.047589e-04   -0.001463     2.284215e-04    2.496713e-13     2.602576e-13      3.182604e-13      -3.640548e-13   
  1567.0     0.001391   -3.020122e-04   -0.001295     2.925498e-04    4.906302e-12    -7.702670e-13     -4.640814e-12       6.932343e-13   
  1568.0    -0.000096   -7.403277e-05    0.000267     4.168981e-05    4.277716e-12    -9.708432e-13     -4.599755e-12       1.003410e-12   
  1569.0    -0.001479    2.335100e-04    0.001541    -2.538907e-04   -9.559596e-13    -1.260561e-13      3.940332e-13       2.329705e-13   
  1570.0    -0.001269    2.894380e-04    0.001155    -2.759509e-04   -5.157062e-12     8.539041e-13      4.960343e-12      -7.878254e-13   
  1571.0     0.000307    3.369471e-05   -0.000474    -9.161881e-07   -3.803209e-12     9.138935e-13      4.182669e-12      -9.596737e-13   
  1572.0     0.001551   -2.581635e-04   -0.001592     2.749284e-04    1.644450e-12    -1.008788e-14     -1.098217e-12      -9.807734e-14   
  1573.0     0.001124   -2.718702e-04   -0.000995     2.546138e-04    5.318137e-12    -9.226161e-13     -5.193205e-12       8.685726e-13   
  1574.0    -0.000513    7.155356e-06    0.000672    -3.980090e-05    3.263729e-12    -8.412292e-13     -3.693722e-12       8.993559e-13   
  1575.0    -0.001597    2.782980e-04    0.001615    -2.911779e-04   -2.303255e-12     1.458148e-13      1.782079e-12      -3.827819e-14   
  1576.0    -0.000961    2.496206e-04    0.000818    -2.289142e-04   -5.386873e-12     9.752352e-13      5.335490e-12      -9.340958e-13   
  1577.0     0.000710   -4.780876e-05   -0.000859     7.975773e-05   -2.668707e-12     7.541306e-13      3.141511e-12      -8.235294e-13   
  1578.0     0.001615   -2.935715e-04   -0.001610     3.023652e-04    2.921015e-12    -2.787765e-13     -2.433779e-12       1.737259e-13   
  1579.0     0.000781   -2.230821e-04   -0.000628     1.993028e-04    5.362216e-12    -1.010875e-12     -5.384862e-12       9.832795e-13   
  1580.0    -0.000894    8.756075e-05    0.001030    -1.182649e-04    2.028529e-12    -6.541278e-13     -2.535718e-12       7.335338e-13   
  1581.0    -0.001605    3.037261e-04    0.001578    -3.083045e-04   -3.487096e-12     4.066743e-13      3.042046e-12      -3.059154e-13   
  1582.0    -0.000587    1.927212e-04    0.000427    -1.662973e-04   -5.244732e-12     1.028943e-12      5.340602e-12      -1.015294e-12   
  1583.0     0.001062   -1.257234e-04   -0.001183     1.546585e-04   -1.354347e-12     5.429712e-13      1.886947e-12      -6.309540e-13   
  1584.0     0.001566   -3.085936e-04   -0.001518     3.089008e-04    3.991768e-12    -5.273009e-13     -3.596379e-12       4.325547e-13   
  1585.0     0.000384   -1.590704e-04   -0.000218     1.304734e-04    5.036593e-12    -1.029153e-12     -5.203620e-12       1.029610e-12   
  1586.0    -0.001211    1.616368e-04    0.001315    -1.883125e-04    6.578907e-13    -4.226033e-13     -1.206534e-12       5.175909e-13   
  1587.0    -0.001501    3.080972e-04    0.001432    -3.041516e-04   -4.426380e-12     6.385770e-13      4.087227e-12      -5.514518e-13   
  1588.0    -0.000175    1.227184e-04    0.000007    -9.245522e-05   -4.741539e-12     1.011527e-12      4.976435e-12      -1.026003e-12   
  1589.0     0.001339   -1.946813e-04   -0.001425     2.186483e-04    4.873928e-14     2.951232e-13      5.063519e-13      -3.954310e-13   
  1590.0     0.001410   -3.022536e-04   -0.001322     2.941470e-04    4.783504e-12    -7.385881e-13     -4.506151e-12       6.605515e-13   
  1591.0    -0.000037   -8.430019e-05    0.000205     5.290369e-05    4.364811e-12    -9.763967e-13     -4.663130e-12       1.004564e-12   
  1592.0    -0.001443    2.242874e-04    0.001510    -2.451460e-04   -7.532797e-13    -1.627514e-13      2.013979e-13       2.666111e-13   
  1593.0    -0.001295    2.911721e-04    0.001188    -2.790679e-04   -5.057062e-12     8.256169e-13      4.845978e-12      -7.579717e-13   
  1594.0     0.000248    4.448581e-05   -0.000412    -1.250578e-05   -3.913063e-12     9.243976e-13      4.269283e-12      -9.656921e-13   
  1595.0     0.001523   -2.499462e-04   -0.001568     2.673524e-04    1.443519e-12     2.778998e-14     -9.043967e-13      -1.333813e-13   
  1596.0     0.001157   -2.750529e-04   -0.001035     2.591827e-04    5.242436e-12    -8.981738e-13     -5.100914e-12       8.420354e-13   
  1597.0    -0.000454   -3.968822e-06    0.000612    -2.803780e-05    3.394238e-12    -8.564562e-13     -3.801862e-12       9.100894e-13   
  1598.0    -0.001575    2.712179e-04    0.001599    -2.848893e-04   -2.107506e-12     1.074164e-13      1.590424e-12      -1.934306e-15   
  1599.0    -0.000999    2.541836e-04    0.000864    -2.348429e-04   -5.336540e-12     9.550214e-13      5.266652e-12      -9.113003e-13   
  1600.0     0.000652   -3.654591e-05   -0.000801     6.802461e-05   -2.817434e-12     7.737746e-13      3.269109e-12      -8.387481e-13   
  1601.0     0.001601   -2.877394e-04   -0.001602     2.974597e-04    2.733762e-12    -2.405218e-13     -2.247569e-12       1.369783e-13   
  1602.0     0.000825   -2.289337e-04   -0.000678     2.064766e-04    5.337875e-12    -9.951967e-13     -5.340440e-12       9.645832e-13   
  1603.0    -0.000839    7.635441e-05    0.000976    -1.067627e-04    2.192746e-12    -6.778090e-13     -2.680392e-12       7.529333e-13   
  1604.0    -0.001598    2.992308e-04    0.001578    -3.048533e-04   -3.311475e-12     3.692196e-13      2.864437e-12      -2.694008e-13   
  1605.0    -0.000636    1.997486e-04    0.000481    -1.745814e-04   -5.246555e-12     1.018027e-12      5.321131e-12      -1.000980e-12   
  1606.0     0.001010   -1.147658e-04   -0.001133     1.435826e-04   -1.531085e-12     5.702447e-13      2.046043e-12      -6.541601e-13   
  1607.0     0.001568   -3.054996e-04   -0.001526     3.069493e-04    3.830689e-12    -4.912822e-13     -3.430352e-12       3.969004e-13   
  1608.0     0.000436   -1.671414e-04   -0.000275     1.397152e-04    5.064302e-12    -1.023141e-12     -5.209200e-12       1.019883e-12   
  1609.0    -0.001164    1.511143e-04    0.001271    -1.778488e-04    8.439936e-13    -4.529661e-13     -1.377173e-12       5.441678e-13   
  1610.0    -0.001510    3.064446e-04    0.001448    -3.037191e-04   -4.282474e-12     6.046001e-13      3.935533e-12      -5.172642e-13   
  1611.0    -0.000230    1.316842e-04    0.000066    -1.024868e-04   -4.794413e-12     1.010477e-12      5.006733e-12      -1.020989e-12   
  1612.0     0.001297   -1.847709e-04   -0.001386     2.089708e-04   -1.434398e-13     3.280242e-13      6.854825e-13      -4.248886e-13   
  1613.0     0.001426   -3.020572e-04   -0.001345     2.952267e-04    4.659084e-12    -7.072180e-13     -4.371272e-12       6.284064e-13   
  1614.0     0.000019   -9.399798e-05    0.000145     6.354547e-05    4.441705e-12    -9.802801e-13     -4.717391e-12       1.004304e-12   
  1615.0    -0.001407    2.151541e-04    0.001477    -2.364135e-04   -5.583872e-13    -1.976007e-13      1.694476e-14       2.984142e-13   
  1616.0    -0.001318    2.924216e-04    0.001218    -2.816270e-04   -4.954087e-12     7.973690e-13      4.730082e-12      -7.284042e-13   
  1617.0     0.000191    5.474168e-05   -0.000352    -2.356914e-05   -4.012427e-12     9.331012e-13      4.346344e-12      -9.701461e-13   
  1618.0     0.001493   -2.417400e-04   -0.001543     2.597061e-04    1.249291e-12     6.396979e-14     -7.178531e-13      -1.669593e-13   
  1619.0     0.001187   -2.777133e-04   -0.001071     2.631633e-04    5.162475e-12    -8.735046e-13     -5.005822e-12       8.155316e-13   
  1620.0    -0.000397   -1.460079e-05    0.000554    -1.674692e-05    3.514152e-12    -8.697848e-13     -3.900181e-12       9.191363e-13   
  1621.0    -0.001552    2.640715e-04    0.001581    -2.784505e-04   -1.917280e-12     7.054135e-14      1.405028e-12       3.282241e-14   
  1622.0    -0.001035    2.581958e-04    0.000906    -2.401633e-04   -5.280753e-12     9.343222e-13      5.193810e-12      -8.882889e-13   
  1623.0     0.000597   -2.572462e-05   -0.000745     5.670245e-05   -2.955642e-12     7.914555e-13      3.386790e-12      -8.521887e-13   
  1624.0     0.001585   -2.817661e-04   -0.001592     2.923278e-04    2.550776e-12    -2.035928e-13     -2.066511e-12       1.016538e-13   
  1625.0     0.000866   -2.342158e-04   -0.000725     2.130329e-04    5.306998e-12    -9.787866e-13     -5.290898e-12       9.454286e-13   
  1626.0    -0.000785    6.553214e-05    0.000923    -9.560422e-05    2.346696e-12    -6.994970e-13     -2.815222e-12       7.704944e-13   
  1627.0    -0.001589    2.945226e-04    0.001575    -3.011042e-04   -3.138811e-12     3.328731e-13      2.690802e-12      -2.341237e-13   
  1628.0    -0.000681    2.061977e-04    0.000531    -1.822492e-04   -5.240887e-12     1.006149e-12      5.295526e-12      -9.859774e-13   
  1629.0     0.000960   -1.041292e-04   -0.001084     1.327782e-04   -1.697979e-12     5.955289e-13      2.195533e-12      -6.755001e-13   
  1630.0     0.001566   -3.021259e-04   -0.001531     3.046347e-04    3.671225e-12    -4.561389e-13     -3.267069e-12       3.622796e-13   
  1631.0     0.000486   -1.746354e-04   -0.000329     1.483522e-04    5.083704e-12    -1.015957e-12     -5.207750e-12       1.009252e-12   
  1632.0    -0.001118    1.408451e-04    0.001227    -1.675810e-04    1.020836e-12    -4.813774e-13     -1.538605e-12       5.688828e-13   
  1633.0    -0.001516    3.044512e-04    0.001461    -3.028655e-04   -4.138836e-12     5.712542e-13      3.785326e-12      -4.838916e-13   
  1634.0    -0.000282    1.400841e-04    0.000122    -1.119354e-04   -4.838319e-12     1.008067e-12      5.029239e-12      -1.014873e-12   
  1635.0     0.001255   -1.750429e-04   -0.001347     1.994115e-04   -3.270906e-13     3.590440e-13      8.559560e-13      -4.525202e-13   
  1636.0     0.001440   -3.014657e-04   -0.001365     2.958352e-04    4.533599e-12    -6.762276e-13     -4.236616e-12       5.968470e-13   
  1637.0     0.000073   -1.031503e-04    0.000088     7.363551e-05    4.509130e-12    -9.826416e-13     -4.763242e-12       1.002767e-12   
  1638.0    -0.001371    2.061301e-04    0.001445    -2.277205e-04   -3.711569e-13    -2.306700e-13     -1.595402e-13       3.284578e-13   
  1639.0    -0.001338    2.932292e-04    0.001245    -2.836734e-04   -4.848749e-12     7.692465e-13      4.613159e-12      -6.991868e-13   
  1640.0     0.000136    6.448149e-05   -0.000295    -3.412094e-05   -4.101991e-12     9.401491e-13      4.414531e-12      -9.731716e-13   
  1641.0     0.001463   -2.335694e-04   -0.001517     2.520212e-04    1.061743e-12     9.849935e-14     -5.384633e-13      -1.988731e-13   
  1642.0     0.001213   -2.798931e-04   -0.001104     2.665993e-04    5.078915e-12    -8.487084e-13     -4.908489e-12       7.891395e-13   
  1643.0    -0.000342   -2.475448e-05    0.000497    -5.919370e-06    3.624105e-12    -8.813543e-13     -3.989318e-12       9.266300e-13   
  1644.0    -0.001528    2.568874e-04    0.001562    -2.718966e-04   -1.732651e-12     3.516051e-14      1.225862e-12       6.603726e-14   
  1645.0    -0.001068    2.616973e-04    0.000945    -2.449167e-04   -5.220211e-12     9.132492e-13      5.117569e-12      -8.651523e-13   
  1646.0     0.000543   -1.533626e-05   -0.000690     4.578822e-05   -3.083899e-12     8.073052e-13      3.495141e-12      -8.639798e-13   
  1647.0     0.001568   -2.756836e-04   -0.001580     2.870075e-04    2.372224e-12    -1.679790e-13     -1.890665e-12       6.772438e-14   
  1648.0     0.000904   -2.389665e-04   -0.000768     2.190096e-04    5.270306e-12    -9.617660e-13     -5.236872e-12       9.259177e-13   
  1649.0    -0.000733    5.509073e-05    0.000870    -8.479219e-05    2.490875e-12    -7.193140e-13     -2.940736e-12       7.863392e-13   
  1650.0    -0.001579    2.896365e-04    0.001571    -2.970977e-04   -2.969362e-12     2.976430e-13      2.521289e-12      -2.000733e-13   
  1651.0    -0.000724    2.121038e-04    0.000579    -1.893350e-04   -5.228458e-12     9.934368e-13      5.264446e-12      -9.703963e-13   
  1652.0     0.000911   -9.381566e-05   -0.001036     1.222537e-04   -1.855446e-12     6.189345e-13      2.335880e-12      -6.950870e-13   
  1653.0     0.001563   -2.985096e-04   -0.001534     3.019990e-04    3.513720e-12    -4.218970e-13     -3.106762e-12       3.286984e-13   
  1654.0     0.000532   -1.815843e-04   -0.000380     1.564148e-04    5.095530e-12    -1.007734e-12     -5.199943e-12       9.978346e-13   
  1655.0    -0.001072    1.308366e-04    0.001182    -1.575230e-04    1.188749e-12    -5.079347e-13     -1.691219e-12       5.918384e-13   
  1656.0    -0.001520    3.021556e-04    0.001471    -3.016335e-04   -3.995883e-12     5.385828e-13      3.636916e-12      -4.513568e-13   
  1657.0    -0.000331    1.479461e-04    0.000175    -1.208267e-04   -4.873972e-12     1.004433e-12      5.044626e-12      -1.007778e-12   
  1658.0     0.001214   -1.655096e-04   -0.001308     1.899890e-04   -5.024551e-13     3.882653e-13      1.018083e-12      -4.784162e-13   
  1659.0     0.001451   -3.005184e-04   -0.001382     2.960152e-04    4.407535e-12    -6.456764e-13     -4.102563e-12       5.659121e-13   
  1660.0     0.000125   -1.117811e-04    0.000033     8.319459e-05    4.567777e-12    -9.836180e-13     -4.801343e-12       1.000078e-12   
  1661.0    -0.001334    1.972325e-04    0.001411    -2.190904e-04   -1.914384e-13    -2.620262e-13     -3.282856e-13       3.568188e-13   
  1662.0    -0.001356    2.936342e-04    0.001269    -2.852495e-04   -4.741596e-12     7.413238e-13      4.495653e-12      -6.703729e-13   
  1663.0     0.000083    7.372469e-05   -0.000239    -4.417676e-05   -4.182408e-12     9.456765e-13      4.474479e-12      -9.748946e-13   
  1664.0     0.001432   -2.254556e-04   -0.001490     2.443251e-04    8.808151e-13     1.314292e-13     -3.660828e-13      -2.291853e-13   
  1665.0     0.001237   -2.816310e-04   -0.001135     2.695313e-04    4.992352e-12    -8.238727e-13     -4.809414e-12       7.629263e-13   
  1666.0    -0.000289   -3.444458e-05    0.000442     4.455110e-06    3.724703e-12    -8.912956e-13     -4.069874e-12       9.326949e-13   
  1667.0    -0.001504    2.496907e-04    0.001542    -2.652587e-04   -1.553652e-12     1.240448e-15      1.052866e-12       9.775778e-14   
  1668.0    -0.001098    2.647259e-04    0.000980    -2.491418e-04   -5.155546e-12     8.919016e-13      5.038473e-12      -8.419703e-13   
  1669.0     0.000490   -5.371028e-06   -0.000636     3.527707e-05   -3.202755e-12     8.214483e-13      3.594722e-12      -8.742419e-13   
  1670.0     0.001549   -2.695201e-04   -0.001567     2.815328e-04    2.198230e-12    -1.336641e-13     -1.720057e-12       3.515814e-14   
  1671.0     0.000939   -2.432215e-04   -0.000809     2.244431e-04    5.228457e-12    -9.442438e-13     -5.178944e-12       9.061410e-13   
  1672.0    -0.000682    4.502537e-05    0.000819    -7.432711e-05    2.625769e-12    -7.373761e-13     -3.057442e-12       8.005824e-13   
  1673.0    -0.001568    2.846035e-04    0.001565    -2.928702e-04   -2.803336e-12     2.635302e-13      2.356004e-12      -1.672335e-13   
  1674.0    -0.000764    2.175006e-04    0.000625    -1.958720e-04   -5.209941e-12     9.800081e-13      5.228497e-12      -9.543367e-13   
  1675.0     0.000862   -8.382535e-05   -0.000988     1.120151e-04   -2.003898e-12     6.405677e-13      2.467532e-12      -7.130283e-13   
  1676.0     0.001559   -2.946841e-04   -0.001535     2.990804e-04    3.358460e-12    -3.885745e-13     -2.949617e-12       2.961570e-13   
  1677.0     0.000576   -1.880189e-04   -0.000429     1.639323e-04    5.100454e-12    -9.985939e-13     -5.186397e-12       9.857368e-13   
  1678.0    -0.001026    1.210937e-04    0.001138    -1.476856e-04    1.348069e-12    -5.327323e-13     -1.835399e-12       6.131330e-13   
  1679.0    -0.001522    2.995928e-04    0.001479    -3.000623e-04   -3.853978e-12     5.066198e-13      3.490563e-12      -4.196752e-13   
  1680.0    -0.000378    1.552976e-04    0.000226    -1.291861e-04   -4.902039e-12     9.997011e-13      5.053514e-12      -9.998156e-13   
  1681.0     0.001173   -1.561806e-04   -0.001269     1.807192e-04   -6.697881e-13     4.157697e-13      1.172177e-12      -5.026643e-13   
  1682.0     0.001460   -2.992512e-04   -0.001397     2.958063e-04    4.281319e-12    -6.156138e-13     -3.969442e-12       5.356322e-13   
  1683.0     0.000174   -1.199139e-04   -0.000020     9.224362e-05    4.618292e-12    -9.833357e-13     -4.832309e-12       9.963518e-13   
  1684.0    -0.001298    1.884754e-04    0.001378    -2.105432e-04   -1.906077e-14    -2.917368e-13     -4.895302e-13       3.835731e-13   
  1685.0    -0.001371    2.936729e-04    0.001291    -2.863943e-04   -4.633113e-12     7.136646e-13      4.377954e-12      -6.420074e-13   
  1686.0     0.000032    8.249079e-05   -0.000186    -5.375283e-05   -4.254293e-12     9.498088e-13      4.526785e-12      -9.754315e-13   
  1687.0     0.001400   -2.174169e-04   -0.001462     2.366418e-04    7.064224e-13     1.628118e-13     -2.005501e-13      -2.579589e-13   
  1688.0     0.001259   -2.829631e-04   -0.001162     2.719978e-04    4.903319e-12    -7.990742e-13     -4.709041e-12       7.369501e-13   
  1689.0    -0.000238   -4.368630e-05    0.000389     1.438786e-05    3.816522e-12    -8.997312e-13     -4.142419e-12       9.374467e-13   
  1690.0    -0.001478    2.425033e-04    0.001520    -2.585644e-04   -1.380282e-12    -3.125565e-14      8.859573e-13       1.280330e-13   
  1691.0    -0.001125    2.673167e-04    0.001014    -2.528754e-04   -5.087330e-12     8.703673e-13      4.957011e-12      -8.188127e-13   
  1692.0     0.000440    4.181792e-06   -0.000584     2.516264e-05   -3.312738e-12     8.340022e-13      3.686065e-12      -8.830881e-13   
  1693.0     0.001530   -2.633009e-04   -0.001552     2.759344e-04    2.028876e-12    -1.006273e-13     -1.554681e-12       3.920442e-15   
  1694.0     0.000972   -2.470148e-04   -0.000848     2.293678e-04    5.182051e-12    -9.263174e-13     -5.117638e-12       8.861788e-13   
  1695.0    -0.000633    3.532991e-05    0.000769    -6.420762e-05    2.751847e-12    -7.537940e-13     -3.165829e-12       8.133326e-13   
  1696.0    -0.001555    2.794518e-04    0.001557    -2.884547e-04   -2.640896e-12     2.305299e-13      2.195020e-12      -1.355844e-13   
  1697.0    -0.000801    2.224197e-04    0.000667    -2.018918e-04   -5.185954e-12     9.659678e-13      5.188230e-12      -9.378878e-13   
  1698.0     0.000815   -7.415672e-05   -0.000941     1.020657e-04   -2.143743e-12     6.605303e-13      2.590927e-12      -7.294260e-13   
  1699.0     0.001552   -2.906796e-04   -0.001534     2.959136e-04    3.205686e-12    -3.561822e-13     -2.795781e-12       2.646499e-13   
  1700.0     0.000617   -1.939684e-04   -0.000475     1.709333e-04    5.099101e-12    -9.886481e-13     -5.167679e-12       9.730554e-13   
  1701.0    -0.000982    1.116194e-04    0.001095    -1.380770e-04    1.499134e-12    -5.558620e-13     -1.971523e-12       6.328606e-13   
  1702.0    -0.001523    2.967947e-04    0.001485    -2.981879e-04   -3.713432e-12     4.753915e-13      3.346484e-12      -3.888562e-13   
  1703.0    -0.000423    1.621650e-04    0.000275    -1.370383e-04   -4.923141e-12     9.939857e-13      5.056478e-12      -9.910884e-13   
  1704.0     0.001132   -1.470633e-04   -0.001230     1.716147e-04   -8.293530e-13     4.416371e-13      1.318552e-12      -5.253493e-13   
  1705.0     0.001466   -2.976973e-04   -0.001410     2.952452e-04    4.155328e-12    -5.860804e-13     -3.837536e-12       5.060307e-13   
  1706.0     0.000221   -1.275718e-04   -0.000071     1.008035e-04    4.661281e-12    -9.819119e-13     -4.856709e-12       9.916950e-13   
  1707.0    -0.001261    1.798702e-04    0.001344    -2.020960e-04    1.461622e-13    -3.198690e-13     -6.435197e-13       4.087948e-13   
  1708.0    -0.001384    2.933791e-04    0.001310    -2.871444e-04   -4.523731e-12     6.863232e-13      4.260404e-12      -6.141269e-13   
  1709.0    -0.000016    9.079921e-05   -0.000135    -6.286575e-05   -4.318229e-12     9.526630e-13      4.572006e-12      -9.748898e-13   
  1710.0     0.001369   -2.094687e-04   -0.001433     2.289922e-04    5.384572e-13     1.927007e-13     -4.169032e-14      -2.852562e-13   
  1711.0     0.001278   -2.839232e-04   -0.001187     2.740344e-04    4.812295e-12    -7.743794e-13     -4.607763e-12       7.112601e-13   
  1712.0    -0.000189   -5.249514e-05    0.000337     2.389104e-05    3.900110e-12    -9.067757e-13     -4.207490e-12       9.409928e-13   
  1713.0    -0.001452    2.353442e-04    0.001498    -2.518381e-04   -1.212513e-12    -6.236708e-14      7.250327e-13       1.569127e-13   
  1714.0    -0.001150    2.695029e-04    0.001044    -2.561519e-04   -5.016080e-12     8.487240e-13      4.873622e-12      -7.957404e-13   
  1715.0     0.000390    1.333360e-05   -0.000534     1.543735e-05   -3.414352e-12     8.450776e-13      3.769678e-12      -8.906240e-13   
  1716.0     0.001510   -2.570483e-04   -0.001536     2.702396e-04    1.864211e-12    -6.884403e-14     -1.394509e-12      -2.602547e-14   
  1717.0     0.001002   -2.503782e-04   -0.000883     2.338163e-04    5.131637e-12    -9.080740e-13     -5.053429e-12       8.661022e-13   
  1718.0    -0.000585    2.599719e-05    0.000720    -5.443076e-05    2.869565e-12    -7.686723e-13     -3.266363e-12       8.246917e-13   
  1719.0    -0.001541    2.742062e-04    0.001547    -2.838810e-04   -2.482166e-12     1.986323e-13      2.038379e-12      -1.051027e-13   
  1720.0    -0.000836    2.268914e-04    0.000707    -2.074249e-04   -5.157065e-12     9.514109e-13      5.144147e-12      -9.211297e-13   
  1721.0     0.000768   -6.480687e-05   -0.000894     9.240721e-05   -2.275378e-12     6.789196e-13      2.706484e-12      -7.443768e-13   
  1722.0     0.001544   -2.865233e-04   -0.001531     2.925303e-04    3.055595e-12    -3.247250e-13     -2.645367e-12       2.341675e-13   
  1723.0     0.000656   -1.994609e-04   -0.000519     1.774454e-04    5.092048e-12    -9.779978e-13     -5.144312e-12       9.598779e-13   
  1724.0    -0.000938    1.024150e-04    0.001052    -1.287033e-04    1.642277e-12    -5.774119e-13     -2.099960e-12       6.511112e-13   
  1725.0    -0.001521    2.937904e-04    0.001489    -2.960432e-04   -3.574508e-12     4.449170e-13      3.204858e-12      -3.589037e-13   
  1726.0    -0.000465    1.685738e-04    0.000321    -1.444078e-04   -4.937853e-12     9.873923e-13      5.054050e-12      -9.816891e-13   
  1727.0     0.001091   -1.381633e-04   -0.001191     1.626859e-04   -9.814181e-13     4.659454e-13      1.457518e-12      -5.465528e-13   
  1728.0     0.001471   -2.958869e-04   -0.001420     2.943653e-04    4.029886e-12    -5.571093e-13     -3.707085e-12       4.771247e-13   
  1729.0     0.000266   -1.347773e-04   -0.000119     1.088949e-04    4.697312e-12    -9.794541e-13     -4.875077e-12       9.862043e-13   
  1730.0    -0.001225    1.714265e-04    0.001309    -1.937631e-04    3.044285e-13    -3.464892e-13     -7.905038e-13       4.325560e-13   
  1731.0    -0.001396    2.927836e-04    0.001327    -2.875335e-04   -4.413831e-12     6.593454e-13      4.143302e-12      -5.867615e-13   
  1732.0    -0.000063    9.866916e-05   -0.000085    -7.153237e-05   -4.374764e-12     9.543472e-13      4.610668e-12      -9.733688e-13   
  1733.0     0.001337   -2.016241e-04   -0.001404     2.213946e-04    3.767938e-13     2.211500e-13      1.106814e-13      -3.111388e-13   
