#Longitud de onda =  600  nm				Anchura de pulso =  125  nm
 Iteracion  E(x,n+1) real  E(x,n+1) imag  B(x,n+3/2) real  B(x,n+3/2) imag
     0.0   -2.339173e-01   1.262310e-02   -7.823782e-10     4.289797e-11  
     1.0   -2.302439e-01   2.495532e-02   -7.722337e-10     8.482096e-11  
     2.0   -2.259319e-01   3.696415e-02   -7.599480e-10     1.256559e-10  
     3.0   -2.210073e-01   4.861874e-02   -7.456021e-10     1.652952e-10  
     4.0   -2.154973e-01   5.989000e-02   -7.292817e-10     2.036373e-10  
     5.0   -2.094308e-01   7.075066e-02   -7.110773e-10     2.405867e-10  
     6.0   -2.028377e-01   8.117527e-02   -6.910836e-10     2.760543e-10  
     7.0   -1.957491e-01   9.114031e-02   -6.693988e-10     3.099571e-10  
     8.0   -1.881970e-01   1.006242e-01   -6.461248e-10     3.422192e-10  
     9.0   -1.802144e-01   1.096073e-01   -6.213662e-10     3.727711e-10  
    10.0   -1.718349e-01   1.180719e-01   -5.952304e-10     4.015502e-10  
    11.0   -1.630929e-01   1.260026e-01   -5.678269e-10     4.285009e-10  
    12.0   -1.540230e-01   1.333856e-01   -5.392669e-10     4.535745e-10  
    13.0   -1.446606e-01   1.402095e-01   -5.096631e-10     4.767292e-10  
    14.0   -1.350409e-01   1.464647e-01   -4.791292e-10     4.979304e-10  
    15.0   -1.251994e-01   1.521436e-01   -4.477793e-10     5.171502e-10  
    16.0   -1.151719e-01   1.572407e-01   -4.157280e-10     5.343678e-10  
    17.0   -1.049935e-01   1.617524e-01   -3.830896e-10     5.495691e-10  
    18.0   -9.469970e-02   1.656771e-01   -3.499777e-10     5.627469e-10  
    19.0   -8.432523e-02   1.690151e-01   -3.165053e-10     5.739006e-10  
    20.0   -7.390458e-02   1.717685e-01   -2.827839e-10     5.830361e-10  
    21.0   -6.347166e-02   1.739412e-01   -2.489237e-10     5.901657e-10  
    22.0   -5.305974e-02   1.755390e-01   -2.150327e-10     5.953079e-10  
    23.0   -4.270135e-02   1.765692e-01   -1.812169e-10     5.984872e-10  
    24.0   -3.242818e-02   1.770411e-01   -1.475797e-10     5.997341e-10  
    25.0   -2.227104e-02   1.769651e-01   -1.142217e-10     5.990844e-10  
    26.0   -1.225970e-02   1.763536e-01   -8.124037e-11     5.965795e-10  
    27.0   -2.422897e-03   1.752200e-01   -4.873003e-11     5.922660e-10  
    28.0    7.211814e-03   1.735794e-01   -1.678132e-11     5.861951e-10  
    29.0    1.661808e-02   1.714481e-01    1.451885e-11     5.784230e-10  
    30.0    2.577081e-02   1.688435e-01    4.508755e-11     5.690098e-10  
    31.0    3.464626e-02   1.657842e-01    7.484600e-11     5.580201e-10  
    32.0    4.322208e-02   1.622898e-01    1.037197e-10     5.455220e-10  
    33.0    5.147732e-02   1.583810e-01    1.316388e-10     5.315870e-10  
    34.0    5.939251e-02   1.540792e-01    1.585378e-10     5.162900e-10  
    35.0    6.694968e-02   1.494065e-01    1.843560e-10     4.997086e-10  
    36.0    7.413240e-02   1.443859e-01    2.090375e-10     4.819230e-10  
    37.0    8.092577e-02   1.390409e-01    2.325314e-10     4.630155e-10  
    38.0    8.731647e-02   1.333954e-01    2.547916e-10     4.430705e-10  
    39.0    9.329277e-02   1.274739e-01    2.757770e-10     4.221737e-10  
    40.0    9.884451e-02   1.213011e-01    2.954514e-10     4.004125e-10  
    41.0    1.039631e-01   1.149019e-01    3.137839e-10     3.778749e-10  
    42.0    1.086416e-01   1.083014e-01    3.307481e-10     3.546497e-10  
    43.0    1.128745e-01   1.015249e-01    3.463231e-10     3.308259e-10  
    44.0    1.166581e-01   9.459746e-02    3.604924e-10     3.064929e-10  
    45.0    1.199899e-01   8.754411e-02    3.732448e-10     2.817395e-10  
    46.0    1.228691e-01   8.038971e-02    3.845736e-10     2.566541e-10  
    47.0    1.252965e-01   7.315887e-02    3.944769e-10     2.313244e-10  
    48.0    1.272742e-01   6.587584e-02    4.029573e-10     2.058368e-10  
    49.0    1.288056e-01   5.856448e-02    4.100218e-10     1.802765e-10  
    50.0    1.298957e-01   5.124817e-02    4.156821e-10     1.547270e-10  
    51.0    1.305507e-01   4.394974e-02    4.199536e-10     1.292702e-10  
    52.0    1.307781e-01   3.669143e-02    4.228561e-10     1.039857e-10  
    53.0    1.305866e-01   2.949480e-02    4.244132e-10     7.895090e-11  
    54.0    1.299861e-01   2.238072e-02    4.246522e-10     5.424066e-11  
    55.0    1.289877e-01   1.536927e-02    4.236038e-10     2.992723e-11  
    56.0    1.276034e-01   8.479719e-03    4.213024e-10     6.079962e-12  
    57.0    1.258463e-01   1.730487e-03    4.177851e-10    -1.723482e-11  
    58.0    1.237303e-01  -4.860913e-03    4.130924e-10    -3.995398e-11  
    59.0    1.212703e-01  -1.127790e-02    4.072673e-10    -6.201769e-11  
    60.0    1.184819e-01  -1.750486e-02    4.003554e-10    -8.336959e-11  
    61.0    1.153816e-01  -2.352716e-02    3.924046e-10    -1.039569e-10  
    62.0    1.119862e-01  -2.933120e-02    3.834650e-10    -1.237304e-10  
    63.0    1.083135e-01  -3.490440e-02    3.735886e-10    -1.426447e-10  
    64.0    1.043815e-01  -4.023525e-02    3.628290e-10    -1.606583e-10  
    65.0    1.002088e-01  -4.531329e-02    3.512413e-10    -1.777334e-10  
    66.0    9.581434e-02  -5.012912e-02    3.388819e-10    -1.938361e-10  
    67.0    9.121739e-02  -5.467444e-02    3.258082e-10    -2.089366e-10  
    68.0    8.643739e-02  -5.894201e-02    3.120784e-10    -2.230090e-10  
    69.0    8.149401e-02  -6.292565e-02    2.977514e-10    -2.360311e-10  
    70.0    7.640696e-02  -6.662027e-02    2.828865e-10    -2.479850e-10  
    71.0    7.119602e-02  -7.002181e-02    2.675429e-10    -2.588565e-10  
    72.0    6.588091e-02  -7.312725e-02    2.517802e-10    -2.686352e-10  
    73.0    6.048126e-02  -7.593462e-02    2.356577e-10    -2.773147e-10  
    74.0    5.501654e-02  -7.844291e-02    2.192340e-10    -2.848921e-10  
    75.0    4.950598e-02  -8.065212e-02    2.025676e-10    -2.913686e-10  
    76.0    4.396856e-02  -8.256318e-02    1.857160e-10    -2.967485e-10  
    77.0    3.842290e-02  -8.417794e-02    1.687357e-10    -3.010399e-10  
    78.0    3.288728e-02  -8.549909e-02    1.516826e-10    -3.042539e-10  
    79.0    2.737959e-02  -8.653010e-02    1.346111e-10    -3.064050e-10  
    80.0    2.191738e-02  -8.727508e-02    1.175747e-10    -3.075102e-10  
    81.0    1.651794e-02  -8.773849e-02    1.006262e-10    -3.075884e-10  
    82.0    1.119861e-02  -8.792470e-02    8.381833e-11    -3.066595e-10  
    83.0    5.977265e-03  -8.783718e-02    6.720481e-11    -3.047420e-10  
    84.0    8.733136e-04  -8.747710e-02    5.084320e-11    -3.018493e-10  
    85.0   -4.090688e-03  -8.684106e-02    3.479915e-11    -2.979836e-10  
    86.0   -8.886429e-03  -8.591767e-02    1.915343e-11    -2.931267e-10  
    87.0   -1.347600e-02  -8.468251e-02    4.012741e-12    -2.872251e-10  
    88.0   -1.780666e-02  -8.309169e-02   -1.047502e-11    -2.801717e-10  
    89.0   -2.180428e-02  -8.107408e-02   -2.410102e-11    -2.717812e-10  
    90.0   -2.536637e-02  -7.852394e-02   -3.657270e-11    -2.617646e-10  
    91.0   -2.835617e-02  -7.529601e-02   -4.749190e-11    -2.497089e-10  
    92.0   -3.060066e-02  -7.120752e-02   -5.634131e-11    -2.350707e-10  
    93.0   -3.189630e-02  -6.605170e-02   -6.249020e-11    -2.172024e-10  
    94.0   -3.202663e-02  -5.962831e-02   -6.523297e-11    -1.954249e-10  
    95.0   -3.079528e-02  -5.179422e-02   -6.387357e-11    -1.691632e-10  
    96.0   -2.807485e-02  -4.253256e-02   -5.786291e-11    -1.381478e-10  
    97.0   -2.386746e-02  -3.203131e-02   -4.698320e-11    -1.026635e-10  
    98.0   -1.836522e-02  -2.075242e-02   -3.155293e-11    -6.380125e-11  
    99.0   -1.199254e-02  -9.464057e-03   -1.260277e-11    -2.363223e-11  
   100.0   -5.407385e-03   7.949515e-04    8.047455e-12     1.479190e-11  
   101.0    5.591617e-04   8.842189e-03    2.788442e-11     4.770790e-11  
   102.0    5.034380e-03   1.357386e-02    4.402202e-11     7.122715e-11  
   103.0    7.294753e-03   1.425252e-02    5.374540e-11     8.219815e-11  
   104.0    6.977770e-03   1.079270e-02    5.519559e-11     7.918385e-11  
   105.0    4.252317e-03   3.947999e-03    4.802519e-11     6.327652e-11  
   106.0   -1.239356e-04  -4.699915e-03    3.379706e-11     3.841550e-11  
   107.0   -4.915479e-03  -1.301245e-02    1.590692e-11     1.092732e-11  
   108.0   -8.698073e-03  -1.880969e-02   -1.086881e-12    -1.180045e-11  
   109.0   -1.026956e-02  -2.051375e-02   -1.265408e-11    -2.329578e-11  
   110.0   -9.060803e-03  -1.771588e-02   -1.570527e-11    -2.008897e-11  
   111.0   -5.391339e-03  -1.143554e-02   -9.754288e-12    -3.163205e-12  
   112.0   -4.383628e-04  -3.903750e-03    2.666893e-12     2.192671e-11  
   113.0    4.123638e-03   2.138852e-03    1.665212e-11     4.659285e-11  
   114.0    6.723380e-03   4.433655e-03    2.656004e-11     6.211464e-11  
